match_id,fraction of match covered by td exclusion zone,pearson_correlation,fraction of match covered by td injection,distance,dice_coefficient,spearman_correlation,injection_overlap,image_series_id,source,exclusion_zone_overlap,td_secondary_source,td_percent_secondary,td_injection_size,td_primary_source,td_percent_primary,match_secondary_source,match_percent_secondary,match_injection_size,match_primary_source,match_percent_primary,Virus,same_primary,same_secondary,<60% primary,same secondary for <60% primary,injection_size_ratio
617901499,0.658643451,0.519854317,0.038772926,485.2777353,0.06771652,0.657487426,0.067134605,573331541,RSPagl,0.109159176,fiber tracts,0.45487372,0.002473105,RSPagl,0.516794046,VISam,0.037279635,0.0176327,RSPagl,0.95417933,EGFP,TRUE,FALSE,TRUE,FALSE,7.129783081
604100536,0.095273319,0.29199593,0,641.9289091,0,0.556575542,0,573331541,RSPagl,0.007637187,fiber tracts,0.45487372,0.002473105,RSPagl,0.516794046,VISam,0.102998653,0.003291276,RSPagl,0.897001371,EGFP,TRUE,FALSE,TRUE,FALSE,1.330827754
567301515,0.335765157,0.861654457,0.050333978,460.0028508,0.116405535,0.81300626,0.132846535,607321130,ACAd,0.092988981,ACAv,0.346294608,0.007218533,ACAd,0.653705357,MOs,0.462935709,0.009039791,ACAd,0.471611109,EGFP,TRUE,FALSE,TRUE,FALSE,1.252303027
477435412,0,0.947339763,0,870.7759747,0,0.719393698,0,607321130,ACAd,0,ACAv,0.346294608,0.007218533,ACAd,0.653705357,ACAv,0.159261144,0.013873579,ACAd,0.833822596,EGFP,TRUE,TRUE,FALSE,,1.921938914
649362978,0,0.868340971,0,997.4876851,0,0.718638822,0,607321130,ACAd,0,ACAv,0.346294608,0.007218533,ACAd,0.653705357,ACAv,0.356702943,0.020209146,ACAd,0.63268079,EGFP,TRUE,TRUE,FALSE,,2.799619528
607059419,0.346302228,0.840394172,0.10035986,439.5211543,0.181748616,0.760487213,0.250479928,607321130,ACAd,0.150528834,ACAv,0.346294608,0.007218533,ACAd,0.653705357,MOs,0.135462255,0.068628165,ACAd,0.822280125,EGFP,TRUE,FALSE,FALSE,,9.507217768
637855050,5.91E-07,0.943210216,0,816.1982878,0,0.744610515,0,607321130,ACAd,1.16E-05,ACAv,0.346294608,0.007218533,ACAd,0.653705357,ACAv,0.453321553,0.006962624,ACAd,0.546678487,EGFP,TRUE,TRUE,TRUE,TRUE,0.964548389
475829896,0.795779493,0.967015658,0.40074692,259.9334506,0.70970467,0.800569136,0.896635419,607321130,ACAd,0.403807854,ACAv,0.346294608,0.007218533,ACAd,0.653705357,MOs,0.195924228,0.055738627,ACAd,0.625488923,EGFP,TRUE,FALSE,FALSE,,7.721600358
609475867,0.977458659,0.953457161,0.473825316,95.79229063,0.562133961,0.748111781,0.443286275,607321130,ACAd,0.213353568,ACAv,0.346294608,0.007218533,ACAd,0.653705357,ACAv,0.232893298,0.004185036,ACAd,0.757183553,EGFP,TRUE,TRUE,FALSE,,0.579762646
528741104,0.715470562,0.977954873,0.202700861,243.0765313,0.270788365,0.788486326,0.262528209,607321130,ACAd,0.141110707,ACAv,0.346294608,0.007218533,ACAd,0.653705357,ACAv,0.264161458,0.014476456,ACAd,0.71219209,EGFP,TRUE,TRUE,FALSE,,2.00545677
571401645,0.823547447,0.971651185,0.462239849,138.6270261,0.752063463,0.772598532,0.708624884,607321130,ACAd,0.314965988,ACAv,0.346294608,0.007218533,ACAd,0.653705357,ACAv,0.099575558,0.031636458,ACAd,0.90042438,EGFP,TRUE,TRUE,FALSE,,4.382671382
475828414,0.934171337,0.915288765,0.568975918,181.2605701,0.819048754,0.790830723,0.643211531,616674416,RSPv,0.255803864,ACAv,0.346294608,0.011728322,RSPv,1.000000098,RSPd,0.001473934,0.006795305,RSPv,0.998279187,EGFP,TRUE,FALSE,FALSE,,0.579392771
475830603,0.576331147,0.945650673,0.242508012,236.7149744,0.363741845,0.71371762,0.573391058,616674416,RSPv,0.222606454,ACAv,0.346294608,0.011728322,RSPv,1.000000098,RSPd,0.033963996,0.034617895,RSPv,0.966036,EGFP,TRUE,FALSE,FALSE,,2.951649548
521255975,0,0.759632825,0,1468.482034,0,0.615499831,0,616674416,RSPv,0,ACAv,0.346294608,0.011728322,RSPv,1.000000098,fiber tracts,0.063746162,0.005848158,RSPv,0.914348701,EGFP,TRUE,FALSE,FALSE,,0.498635543
524063357,0.572638543,0.944677965,0.364754662,219.7839302,0.600185717,0.783013679,0.734046416,616674416,RSPv,0.276471303,ACAv,0.346294608,0.011728322,RSPv,1.000000098,fiber tracts,0.00175153,0.016870631,RSPv,0.998248515,EGFP,TRUE,FALSE,FALSE,,1.438452331
525412369,0.001319633,0.77672731,0,546.178598,0,0.589074232,0,616674416,RSPv,0.000582981,ACAv,0.346294608,0.011728322,RSPv,1.000000098,RSPd,0.052201428,0.003195755,RSPv,0.947798506,EGFP,TRUE,FALSE,FALSE,,0.272481863
531443949,0,0.522536112,0,2008.458284,0,0.43321051,0,616674416,RSPv,0,ACAv,0.346294608,0.011728322,RSPv,1.000000098,RSPagl,0.383816936,0.017279937,RSPv,0.415037967,EGFP,TRUE,FALSE,TRUE,FALSE,1.473351236
555012592,0,0.897864824,0,946.3872209,0,0.58461779,0,616674416,RSPv,0,ACAv,0.346294608,0.011728322,RSPv,1.000000098,RSPd,0.163841025,0.011666167,RSPv,0.836159027,EGFP,TRUE,FALSE,FALSE,,0.994700516
561307215,0,0.396697674,0,1594.284922,0,0.496508929,0,616674416,RSPv,0,ACAv,0.346294608,0.011728322,RSPv,1.000000098,RSPd,0.441353231,0.027181153,RSPv,0.530388396,EGFP,TRUE,FALSE,TRUE,FALSE,2.317565442
561511939,0,0.782028781,0,1177.194275,0,0.611704818,0,616674416,RSPv,0,ACAv,0.346294608,0.011728322,RSPv,1.000000098,fiber tracts,0.025185742,0.005104231,RSPv,0.974814244,EGFP,TRUE,FALSE,FALSE,,0.435205616
561512675,0.587164346,0.979635532,0.327763079,304.5006411,0.318241244,0.807063509,0.242715854,616674416,RSPv,0.096662924,ACAv,0.346294608,0.011728322,RSPv,1.000000098,RSPd,0.062191771,0.006055418,RSPv,0.937808242,EGFP,TRUE,FALSE,FALSE,,0.516307313
561910766,0.82660274,0.972667482,0.531116545,164.3909418,0.967991283,0.839767931,0.600999338,616674416,RSPv,0.192338638,ACAv,0.346294608,0.011728322,RSPv,1.000000098,RSPd,0.036925642,0.002867473,RSPv,0.963074265,EGFP,TRUE,FALSE,FALSE,,0.244491359
569904687,0,0.553566262,0,1513.046459,0,0.444897296,0,616674416,RSPv,0,ACAv,0.346294608,0.011728322,RSPv,1.000000098,RSPd,0.00543136,0.033391944,RSPv,0.993354777,EGFP,TRUE,FALSE,FALSE,,2.847120472
570071403,0,0.880495452,0,1005.232422,0,0.603693402,0,616674416,RSPv,0,ACAv,0.346294608,0.011728322,RSPv,1.000000098,RSPd,0.086960064,0.0028774,RSPv,0.913039924,EGFP,TRUE,FALSE,FALSE,,0.245337754
571647261,0,0.907102097,0,961.2326313,0,0.629817544,0,616674416,RSPv,0,ACAv,0.346294608,0.011728322,RSPv,1.000000098,RSPd,0.184566384,0.024159335,RSPv,0.815433629,EGFP,TRUE,FALSE,FALSE,,2.059914102
592522663,0,0.691333471,0,1488.316764,0,0.395637377,0,616674416,RSPv,0,ACAv,0.346294608,0.011728322,RSPv,1.000000098,,,0.00051821,RSPv,1.000000021,EGFP,TRUE,FALSE,FALSE,,0.04418453
592724077,0,0.825475266,0,1369.107901,0,0.513846748,0,616674416,RSPv,0,ACAv,0.346294608,0.011728322,RSPv,1.000000098,RSPd,0.097355304,0.000909361,RSPv,0.902644659,EGFP,TRUE,FALSE,FALSE,,0.077535456
605496542,0.558807953,0.970091729,0.239182884,230.0286335,0.415705345,0.836709747,0.901725273,616674416,RSPv,0.437719893,ACAv,0.346294608,0.011728322,RSPv,1.000000098,fiber tracts,0.001120916,0.07717576,RSPv,0.998857987,EGFP,TRUE,FALSE,FALSE,,6.58029024
623838656,0,0.580176924,0,1489.909124,0,0.614448847,0,616674416,RSPv,0,ACAv,0.346294608,0.011728322,RSPv,1.000000098,fiber tracts,0.005263086,0.00265196,RSPv,0.994736954,EGFP,TRUE,FALSE,FALSE,,0.22611587
664716091,0,0.826612326,0,1561.436516,0,0.493097166,0,616674416,RSPv,0,ACAv,0.346294608,0.011728322,RSPv,1.000000098,RSPd,0.006410935,0.026786134,RSPv,0.993588264,EGFP,TRUE,FALSE,FALSE,,2.283884714
666090944,0,0.715364073,0,1610.794668,0,0.5095965,0,616674416,RSPv,0,ACAv,0.346294608,0.011728322,RSPv,1.000000098,RSPd,0.0010917,0.029968255,RSPv,0.998908328,EGFP,TRUE,FALSE,FALSE,,2.555204123
868641659,0,0.862185288,0,1491.776329,0,0.195084085,0,616674416,RSPv,0,ACAv,0.346294608,0.011728322,RSPv,1.000000098,RSPv,5.317985415,0.002044777,fiber tracts,14.87294716,EGFP,FALSE,FALSE,FALSE,,0.174345205
529428776,0.999238834,0.854395327,0.737323279,219.6242675,0.173449429,0.790506152,0.091164271,521617657,TEa,0.044531706,AUDv,0.252703158,0.019861316,TEa,0.374421241,ECT,0.201935932,0.000979608,TEa,0.650774569,EGFP,TRUE,FALSE,TRUE,FALSE,0.049322424
569623967,0,0.564041897,0,1704.839764,0,0.711372979,0,521617657,TEa,0,AUDv,0.252703158,0.019861316,TEa,0.374421241,VISli,0.438198639,0.011529261,TEa,0.52221315,EGFP,TRUE,FALSE,TRUE,FALSE,0.580488301
518013943,0.398224705,0.81594464,0,383.1288669,0,0.702178234,0,501785691,VISl,0.00774422,fiber tracts,0.020595646,0.013218176,VISl,0.978059667,VISp,0.458724582,0.001331623,VISl,0.491461402,EGFP,TRUE,FALSE,TRUE,FALSE,0.100741793
571653937,0.015563254,0.852618042,7.83E-05,689.6363209,9.56E-05,0.785305985,6.05E-07,501785691,VISl,0.001800324,fiber tracts,0.020595646,0.013218176,VISl,0.978059667,VISp,0.430553523,0.020645435,VISl,0.560827007,EGFP,TRUE,FALSE,TRUE,FALSE,1.561897355
502590301,0.998235766,0.921310963,0.524029738,87.43933536,0.745626586,0.816606153,0.799029965,501785691,VISl,0.279650847,fiber tracts,0.020595646,0.013218176,VISl,0.978059667,fiber tracts,0.047884497,0.032549169,VISl,0.946980306,EGFP,TRUE,TRUE,FALSE,,2.462455335
502955689,0.198562326,0.872992679,0.011018665,570.029759,0.019808213,0.795260981,0.006191485,501785691,VISl,0.07107817,fiber tracts,0.020595646,0.013218176,VISl,0.978059667,VISp,0.126822222,0.117393436,VISl,0.872415492,EGFP,TRUE,FALSE,FALSE,,8.881212728
552543088,0.9930371,0.893967523,0.641333101,59.6587244,0.792310884,0.801871069,0.602951507,501785691,VISl,0.173917229,fiber tracts,0.020595646,0.013218176,VISl,0.978059667,VISpl,0.018246514,0.006922854,VISl,0.951920645,EGFP,TRUE,FALSE,FALSE,,0.523737418
553080579,0.959562896,0.870159083,0.517708186,283.7786576,0.408861477,0.827824338,0.269690423,501785691,VISl,0.189220513,fiber tracts,0.020595646,0.013218176,VISl,0.978059667,fiber tracts,0.078489831,0.004090839,VISl,0.811135339,EGFP,TRUE,TRUE,FALSE,,0.309485871
502956560,0.752347213,0.922340442,0.314787937,274.8677666,0.368750733,0.834964208,0.2668905,501785691,VISl,0.15418771,fiber tracts,0.020595646,0.013218176,VISl,0.978059667,VISp,0.364301148,0.018613443,VISl,0.628339383,EGFP,TRUE,FALSE,FALSE,,1.408170246
531397136,0.995414809,0.917680504,0.400327196,214.3349971,0.35774103,0.806871175,0.282319887,501785691,VISl,0.099999981,fiber tracts,0.020595646,0.013218176,VISl,0.978059667,fiber tracts,0.004846786,0.007766423,VISl,0.99218972,EGFP,TRUE,TRUE,FALSE,,0.587556305
