distance,exclusion_zone_overlap,fraction of match covered by td exclusion zone,fraction of match covered by td injection,image_series_id,injection_overlap,match_id,pearson_correlation,source,spearman_correlation,td_secondary_source,td_percent_secondary,td_injection_size,td_primary_source,td_percent_primary,match_secondary_source,match_percent_secondary,match_injection_size,match_primary_source,match_percent_primary,transgenic_line,Virus,same_primary,same_secondary,<60% primary,same secondary for <60% primary,injection_size_ratio,Julie call,PN_type_JH,JW_pass-fail,dice
702.1622508,0.092787569,0.086418787,0.002578044,528328648,0.033004858,558580065,0.826279788,ENTl,0.6096799,ENTm,0.28596866,0.002074558,ENTl,0.693257171,ENTl,0.394864962,0.201477181,ENTm,0.601024594,,EGFP,FALSE,FALSE,,,97.11813732,0,0,0,0.005104866
602.0257241,0.084602476,0.109150138,0.004765486,528328648,0.025278647,585051446,0.757112754,ENTl,0.518443792,ENTm,0.28596866,0.002074558,ENTl,0.693257171,ENTl,0.054077615,0.194701578,ENTm,0.921416264,,EGFP,FALSE,FALSE,,,93.85209061,0,0,0,0.009431612
805.9400935,0.065935149,0.031870386,0.002603389,528328648,0.05324939,585026021,0.728876012,ENTl,0.468212865,ENTm,0.28596866,0.002074558,ENTl,0.693257171,ENTl,0.113634507,0.239679639,ENTm,0.868809028,,EGFP,FALSE,FALSE,,,115.5328856,0,0,0,0.005163363
1107.321224,1.41E-08,7.05E-07,0,528328648,0,142654100,0.909258874,ENTl,0.62124734,ENTm,0.28596866,0.002074558,ENTl,0.693257171,PERI,0.037069199,0.167806341,ENTl,0.907227459,,EGFP,TRUE,FALSE,,,80.88776696,0,0,0,0
998.787699,4.04E-06,1.74E-05,0,528328648,0,180297139,0.913193003,ENTl,0.64482069,ENTm,0.28596866,0.002074558,ENTl,0.693257171,PERI,0.048499721,0.217854216,ENTl,0.930401548,,EGFP,TRUE,FALSE,,,105.0123669,0,0,0,0
913.9565177,0.008829492,0.024058599,0,528328648,0,642967852,0.94427923,ENTl,0.665762771,ENTm,0.28596866,0.002074558,ENTl,0.693257171,VISpor,0.010955474,0.156087128,ENTl,0.981130595,,EGFP,TRUE,FALSE,,,75.23874967,0,0,0,0
1149.646813,0.008464385,0.008622205,4.58E-05,528328648,0.002326876,640081415,0.947539555,ENTl,0.650673663,ENTm,0.28596866,0.002074558,ENTl,0.693257171,ENTm,0.086644295,0.154538591,ENTl,0.838095694,,EGFP,TRUE,TRUE,,,74.49230757,0,0,0,9.04E-05
1157.929933,1.31E-06,6.07E-05,0,528328648,0,232311959,0.786185874,ENTl,0.64014609,ENTm,0.28596866,0.002074558,ENTl,0.693257171,ENTm,0.206925376,0.19248913,ENTl,0.760082848,Rbp4-Cre_KL100,EGFP,TRUE,TRUE,,,92.78562329,0,0,0,0
1008.111642,8.73E-05,0.000630005,0,528328648,0,182794184,0.908716735,ENTl,0.666551283,ENTm,0.28596866,0.002074558,ENTl,0.693257171,VISpor,0.048157306,0.079788077,ENTl,0.931725056,Rbp4-Cre_KL100,EGFP,TRUE,FALSE,,,38.46028309,0,0,0,0
790.1649109,0.000335444,0.000544613,0,528328648,0,286483411,0.911994453,ENTl,0.637871099,ENTm,0.28596866,0.002074558,ENTl,0.693257171,fiber tracts,0.055370086,0.055352326,ENTl,0.936630082,Rbp4-Cre_KL100,EGFP,TRUE,FALSE,,,26.68150679,0,0,0,0
761.1095636,0.031513294,0.030315981,0.000150372,515920693,0.005831246,307297141,0.882985879,VISp,0.599746212,fiber tracts,0.037697801,0.002207518,VISp,0.962302171,VISl,0.045578507,0.663636086,VISp,0.936622554,,EGFP,TRUE,FALSE,,,300.6254074,Y,IT PT CT,0,0.00029976
871.4462136,0.008134071,0.009705113,0,515920693,0,113887162,0.895865807,VISp,0.553729068,fiber tracts,0.037697801,0.002207518,VISp,0.962302171,VISrl,0.043302248,0.407843817,VISp,0.955029236,,EGFP,TRUE,FALSE,,,184.7521798,Y,IT PT CT,0,0
412.955449,0.078764648,0.471089196,0.025356307,515920693,0.123730589,596253012,0.960674798,VISp,0.674831959,fiber tracts,0.037697801,0.002207518,VISp,0.962302171,fiber tracts,0.011819177,0.065161915,VISp,0.988180754,Rbp4-Cre_KL100,EGFP,TRUE,TRUE,,,29.51817667,Y,IT PT CT,0,0.049067321
588.1317763,0.196705905,0.197530447,0.013116786,539323512,0.132818266,500836840,0.909639919,VISp,0.746706645,VISrl,0.146261965,0.001631038,VISp,0.743380988,fiber tracts,0.047626807,0.375217578,VISp,0.952373187,Emx1-IRES-Cre,SypEGFP,TRUE,FALSE,,,230.0482874,Y,IT PT CT,0,0.026128649
777.695225,0.045582093,0.050955812,0.001537783,515920693,0.022847753,307320960,0.951479945,VISp,0.600136008,fiber tracts,0.037697801,0.002207518,VISp,0.962302171,fiber tracts,0.003202326,0.514251002,VISp,0.996795055,,EGFP,TRUE,TRUE,,,232.9543556,Y,IT PT CT,0,0.003062596
796.299949,0.010289773,0.010818093,1.45E-07,515920693,1.60E-07,307743253,0.898594497,VISp,0.602818884,fiber tracts,0.037697801,0.002207518,VISp,0.962302171,VISl,0.284995185,0.568667109,VISp,0.698602819,,EGFP,TRUE,FALSE,,,257.6047095,Y,IT PT CT,0,2.89E-07
532.35383,0.367362377,0.246643238,0.019520941,539323512,0.326075145,598605738,0.801739435,VISp,0.854689795,VISrl,0.146261965,0.001631038,VISp,0.743380988,VISrl,0.124840207,0.545316962,VISp,0.687096989,Emx1-IRES-Cre,SypEGFP,TRUE,TRUE,,,334.3373033,Y,IT PT CT,0,0.038934198
621.2498952,0.00400231,0.035691391,0,515920693,0,277712166,0.971548465,VISp,0.718492284,fiber tracts,0.037697801,0.002207518,VISp,0.962302171,fiber tracts,0.009640986,0.038715358,VISp,0.990358987,,EGFP,TRUE,TRUE,,,17.53795575,Y,IT PT CT,0,0
573.2526484,0.040755405,0.231241774,0.000446622,515920693,0.004717987,277616630,0.957524842,VISp,0.603186515,fiber tracts,0.037697801,0.002207518,VISp,0.962302171,fiber tracts,0.00071247,0.068120863,VISp,0.999287525,,EGFP,TRUE,TRUE,,,30.85857249,Y,IT PT CT,0,0.00086553
772.4205566,3.65E-05,3.13E-06,0,515920693,0,277714322,0.955299091,VISp,0.688210159,fiber tracts,0.037697801,0.002207518,VISp,0.962302171,fiber tracts,0.004326424,0.054924325,VISp,0.995673488,,EGFP,TRUE,TRUE,,,24.88057542,Y,IT PT CT,0,0
426.357283,0.25810213,0.240948874,0.025911233,515920693,0.445424547,307137980,0.940481138,VISp,0.646576272,fiber tracts,0.037697801,0.002207518,VISp,0.962302171,fiber tracts,0.027006241,0.488520161,VISp,0.972940629,,EGFP,TRUE,TRUE,,,221.2983522,Y,IT PT CT,0,0.051592268
828.0428465,0.033872233,0.04911288,0.000865619,515920693,0.009519904,272782668,0.98921768,VISp,0.712859812,fiber tracts,0.037697801,0.002207518,VISp,0.962302171,RSPagl,0.101169772,0.235682082,VISp,0.846303207,,EGFP,TRUE,FALSE,,,106.7633651,Y,IT PT CT,0,0.001715376
506.0511305,0.113901037,0.271193986,0.01415329,539323512,0.064190093,536299435,0.933277425,VISp,0.794315602,VISrl,0.146261965,0.001631038,VISp,0.743380988,fiber tracts,0.073733974,0.148783972,VISp,0.926265982,Emx1-IRES-Cre,EGFP,TRUE,FALSE,,,91.22040122,Y,IT PT CT,0,0.028022831
547.5542103,0.169057279,0.276981268,0.012993142,539323512,0.091849871,479983421,0.911966648,VISp,0.809752547,VISrl,0.146261965,0.001631038,VISp,0.743380988,fiber tracts,0.027660877,0.222693181,VISp,0.972339129,Emx1-IRES-Cre,SypEGFP,TRUE,FALSE,,,136.5346079,Y,IT PT CT,0,0.02581146
