distance,exclusion_zone_overlap,fraction of match covered by td exclusion zone,fraction of match covered by td injection,image_series_id,injection_overlap,match_id,pearson_correlation,source,spearman_correlation,td_secondary_source,td_percent_secondary,td_injection_size,td_primary_source,td_percent_primary,match_secondary_source,match_percent_secondary,match_injection_size,match_primary_source,match_percent_primary,transgenic_line,Virus,same_primary,same_secondary,<60% primary,same secondary for <60% primary,injection_size_ratio,Julie call,PN_type_JH,JW_pass-fail,dice
984.370546,0.001044822,0.000612328,0,515920693,0,598605738,0.66168278,VISp,0.523677772,fiber tracts,0.037697801,0.002207518,VISp,0.962302171,VISrl,0.124840207,0.545316962,VISp,0.687096989,Emx1-IRES-Cre,SypEGFP,TRUE,FALSE,,,247.0271544,Y,IT PT CT,0,0
613.0454703,0.001030675,0.010086626,0,515920693,0,522409371,0.878271869,VISp,0.536508903,fiber tracts,0.037697801,0.002207518,VISp,0.962302171,fiber tracts,0.013093039,0.044148902,VISp,0.986906959,Emx1-IRES-Cre,EGFP,TRUE,TRUE,,,19.99933687,Y,IT PT CT,0,0
728.7137783,0.009976301,0.059946453,0,515920693,0,502966396,0.885107204,VISp,0.610124481,fiber tracts,0.037697801,0.002207518,VISp,0.962302171,fiber tracts,0.032276897,0.096801715,VISp,0.96592965,Emx1-IRES-Cre,EGFP,TRUE,TRUE,,,43.85092304,Y,IT PT CT,0,0
779.0623515,1.06E-05,4.47E-05,0,515920693,0,500837552,0.957332405,VISp,0.562160636,fiber tracts,0.037697801,0.002207518,VISp,0.962302171,fiber tracts,0.015792673,0.160751497,VISp,0.984207346,Emx1-IRES-Cre,SypEGFP,TRUE,TRUE,,,72.82000682,Y,IT PT CT,0,0
497.1928975,0.073547208,0.115513583,0.021307981,607321130,0.039969603,584194481,0.904528033,ACAd,0.856284535,ACAv,0.346294608,0.007218533,ACAd,0.653705357,ACAv,0.348262997,0.156103749,ACAd,0.608413192,Emx1-IRES-Cre,EGFP,TRUE,TRUE,,,21.62541187,Y,IT PT CT,0,0.040736114
606.5032737,0.02199408,0.077174434,0.000557496,515920693,0.015104427,530574594,0.918287732,VISp,0.610396649,fiber tracts,0.037697801,0.002207518,VISp,0.962302171,VISrl,0.004137856,0.097888456,VISp,0.994358105,Rbp4-Cre_KL100,EGFP,TRUE,FALSE,,,44.34321413,Y,IT PT CT,0,0.001090689
796.0209316,0.000332203,0.000519972,0,515920693,0,530555292,0.888665669,VISp,0.65360594,fiber tracts,0.037697801,0.002207518,VISp,0.962302171,VISl,0.009005022,0.102772649,VISp,0.990995013,Rbp4-Cre_KL100,EGFP,TRUE,FALSE,,,46.55574058,Y,IT PT CT,0,0
759.5828906,1.85E-06,7.04E-06,0,515920693,0,503809372,0.910564176,VISp,0.665713212,fiber tracts,0.037697801,0.002207518,VISp,0.962302171,,,0.016397721,VISp,0.999999946,Rbp4-Cre_KL100,SypEGFP,TRUE,FALSE,,,7.428124796,Y,IT PT CT,0,0
713.9479663,0.100426441,0.133412896,0.002943908,515920693,0.05767957,479984127,0.953739132,VISp,0.646664966,fiber tracts,0.037697801,0.002207518,VISp,0.962302171,RSPd,0.110147973,0.298795591,VISp,0.789494417,Emx1-IRES-Cre,SypEGFP,TRUE,FALSE,,,135.3536193,Y,IT PT CT,0,0.005845172
775.2605922,0.022967627,0.054996598,0.014116312,475733382,0.007917896,126117554,0.888245366,ACAv,0.851863195,fiber tracts,0.012893991,0.030775832,ACAv,0.984733778,ACAd,0.012442316,0.135139795,ACAv,0.987551756,Rbp4-Cre_KL100,EGFP,TRUE,FALSE,,,4.391101299,Y,IT PT CT,0,0.02297342
554.3330928,0.036298874,0.169366496,0.001333885,515920693,0.013005978,535692871,0.967636461,VISp,0.634466782,fiber tracts,0.037697801,0.002207518,VISp,0.962302171,fiber tracts,0.01089751,0.102440008,VISp,0.989049681,Emx1-IRES-Cre,EGFP,TRUE,TRUE,,,46.40505489,Y,IT PT CT,0,0.002612135
763.2365972,0.022736309,0.048010777,0.000337886,515920693,0.004542181,501115762,0.967587442,VISp,0.63880763,fiber tracts,0.037697801,0.002207518,VISp,0.962302171,RSPd,0.224223116,0.194648717,VISp,0.618315932,Emx1-IRES-Cre,SypEGFP,TRUE,FALSE,,,88.17535861,Y,IT PT CT,0,0.000668284
867.0384999,0.000322602,0.000945812,0,515920693,0,603479758,0.972674288,VISp,0.665114729,fiber tracts,0.037697801,0.002207518,VISp,0.962302171,RSPagl,0.035070405,0.115881178,VISp,0.961143062,Rbp4-Cre_KL100,EGFP,TRUE,FALSE,,,52.49386985,Y,IT PT CT,0,0
716.709992,0.036884421,0.095237257,0.000317294,515920693,0.001357903,501004474,0.91150683,VISp,0.67667674,fiber tracts,0.037697801,0.002207518,VISp,0.962302171,fiber tracts,0.036666916,0.210919344,VISp,0.962625588,Emx1-IRES-Cre,SypEGFP,TRUE,TRUE,,,95.54590972,Y,IT PT CT,0,0.000628086
743.3647046,0.000390792,0.000468228,0,515920693,0,562061175,0.900305122,VISp,0.581799733,fiber tracts,0.037697801,0.002207518,VISp,0.962302171,fiber tracts,0.07754278,0.070026351,VISp,0.922457207,Emx1-IRES-Cre,EGFP,TRUE,TRUE,,,31.72175334,Y,IT PT CT,0,0
450.2090529,0.266719199,0.575965034,0.032360133,515920693,0.170731659,546103149,0.951699294,VISp,0.694971009,fiber tracts,0.037697801,0.002207518,VISp,0.962302171,RSPd,0.02232561,0.187839658,VISp,0.963347783,Emx1-IRES-Cre,SypEGFP,TRUE,FALSE,,,85.09087247,Y,IT PT CT,0,0.063979313
649.7828571,0.012388497,0.067000927,0.000635881,515920693,0.005255113,503323656,0.929965455,VISp,0.676875975,fiber tracts,0.037697801,0.002207518,VISp,0.962302171,fiber tracts,0.002778324,0.068570825,VISp,0.99722165,Rbp4-Cre_KL100,SypEGFP,TRUE,TRUE,,,31.06240415,Y,IT PT CT,0,0.001232765
801.195217,2.34E-06,0.000102005,0,515920693,0,272930013,0.939505493,VISp,0.289946325,fiber tracts,0.037697801,0.002207518,VISp,0.962302171,RSPagl,0.006115526,0.006051112,VISp,0.993884424,Rbp4-Cre_KL100,EGFP,TRUE,FALSE,,,2.741138003,Y,PT CT,0,0
1068.432076,0.001932314,0.000731323,0,515920693,0,482580380,0.82870984,VISp,0.515345658,fiber tracts,0.037697801,0.002207518,VISp,0.962302171,VISp,0.285710049,0.175383701,VISl,0.697009635,Rbp4-Cre_KL100,SypEGFP,FALSE,FALSE,,,79.44835669,Y,IT PT CT,0,0
915.681903,0.001650413,0.001275412,3.85E-05,515920693,0.002003021,601476074,0.861055079,VISp,0.682260024,fiber tracts,0.037697801,0.002207518,VISp,0.962302171,RSPagl,0.157145067,0.597899176,VISp,0.612171369,Emx1-IRES-Cre,SypEGFP,TRUE,FALSE,,,270.8467593,Y,IT PT CT,0,7.67E-05
531.3930519,0.481921471,0.282436288,0.049176234,502956560,0.388108803,307297141,0.926230071,VISl,0.887254268,VISp,0.364301148,0.018613443,VISl,0.628339383,VISl,0.045578507,0.663636086,VISp,0.936622554,,EGFP,FALSE,FALSE,,,35.65359195,Y,IT PT CT,0,0.095656409
642.6295188,0.272201517,0.182328636,0.025087427,502956560,0.108880755,307320960,0.938030586,VISl,0.879556867,VISp,0.364301148,0.018613443,VISl,0.628339383,fiber tracts,0.003202326,0.514251002,VISp,0.996795055,,EGFP,FALSE,FALSE,,,27.62793608,Y,IT PT CT,0,0.048415266
715.5767754,0.165019277,0.12012193,0.004447794,502956560,0.014524591,307743253,0.924017003,VISl,0.750533321,VISp,0.364301148,0.018613443,VISl,0.628339383,VISl,0.284995185,0.568667109,VISp,0.698602819,,EGFP,FALSE,FALSE,,,30.55142038,Y,IT PT CT,0,0.008612587
898.6864698,0.000213057,0.000454294,0,502956560,0,116903968,0.914275646,VISl,0.66849108,VISp,0.364301148,0.018613443,VISl,0.628339383,VISp,0.12572947,0.168873482,VISl,0.775009758,,EGFP,TRUE,TRUE,,,9.072662498,Y,IT PT CT,0,0
1112.633328,0.001377868,0.000588263,0,502956560,0,307557934,0.888864873,VISl,0.816287879,VISp,0.364301148,0.018613443,VISl,0.628339383,fiber tracts,0.016303394,0.527893817,VISp,0.983696623,,EGFP,FALSE,FALSE,,,28.36089104,Y,IT PT CT,0,0
892.650802,0.001501473,0.001722311,0,502956560,0,309003780,0.898429047,VISl,0.833008363,VISp,0.364301148,0.018613443,VISl,0.628339383,fiber tracts,0.017227194,0.314058816,VISp,0.982772884,,EGFP,FALSE,FALSE,,,16.87268839,Y,IT PT CT,0,0
927.9950938,0.012625213,0.016761574,0,502956560,0,307137980,0.913826713,VISl,0.785594987,VISp,0.364301148,0.018613443,VISl,0.628339383,fiber tracts,0.027006241,0.488520161,VISp,0.972940629,,EGFP,FALSE,FALSE,,,26.24555661,Y,IT PT CT,0,0
629.0005675,0.009913348,0.026107524,0,502956560,0,500837552,0.908875698,VISl,0.907772974,VISp,0.364301148,0.018613443,VISl,0.628339383,fiber tracts,0.015792673,0.160751497,VISp,0.984207346,Emx1-IRES-Cre,SypEGFP,FALSE,FALSE,,,8.636311985,Y,IT PT CT,0,0
617.1451808,0.127981767,0.210242219,0.021406513,502956560,0.056697962,574941472,0.977314678,VISl,0.939690827,VISp,0.364301148,0.018613443,VISl,0.628339383,VISpl,0.031702429,0.243418535,VISp,0.961972923,Emx1-IRES-Cre,SypEGFP,FALSE,FALSE,,,13.07756659,Y,IT PT CT,0,0.039763395
760.3161037,2.85E-06,0.000133043,0,502956560,0,603479758,0.907974844,VISl,0.859593852,VISp,0.364301148,0.018613443,VISl,0.628339383,RSPagl,0.035070405,0.115881178,VISp,0.961143062,Rbp4-Cre_KL100,EGFP,FALSE,FALSE,,,6.225671449,Y,IT PT CT,0,0
482.610289,0.048190667,0.149499941,0.035872301,502956560,0.166003743,286417464,0.744986309,VISl,0.572782752,VISp,0.364301148,0.018613443,VISl,0.628339383,VISp,0.062937413,0.019788954,VISpl,0.930856204,Rbp4-Cre_KL100,EGFP,FALSE,TRUE,,,1.063153886,Y,IT PT CT,0,0.161416062
701.9645191,0.011277259,0.035977153,0.000892835,502956560,0.001469227,593016678,0.947293905,VISl,0.901818789,VISp,0.364301148,0.018613443,VISl,0.628339383,VISpl,0.157155185,0.127057794,VISp,0.791264555,Emx1-IRES-Cre,EGFP,FALSE,FALSE,,,6.826130808,Y,IT PT CT,0,0.001557983
442.1846112,0.193258794,0.553825606,0.080967416,502956560,0.135656968,479673887,0.906325061,VISl,0.713428816,VISp,0.364301148,0.018613443,VISl,0.628339383,fiber tracts,0.048537209,0.130042021,VISl,0.931783222,Emx1-IRES-Cre,EGFP,TRUE,FALSE,,,6.98645727,Y,IT PT CT,0,0.141573039
760.8734317,0.000644436,0.002115563,0,502956560,0,503323656,0.959820149,VISl,0.795643867,VISp,0.364301148,0.018613443,VISl,0.628339383,fiber tracts,0.002778324,0.068570825,VISp,0.99722165,Rbp4-Cre_KL100,SypEGFP,FALSE,FALSE,,,3.683941062,Y,IT PT CT,0,0
487.9884286,0.30554514,0.506083654,0.155236395,502956560,0.582483335,482580380,0.918587549,VISl,0.828466805,VISp,0.364301148,0.018613443,VISl,0.628339383,VISp,0.285710049,0.175383701,VISl,0.697009635,Rbp4-Cre_KL100,SypEGFP,TRUE,TRUE,,,9.422421462,Y,IT PT CT,0,0.280487772
845.6793996,0.009938307,0.023768262,0.000121918,502956560,0.001294498,580150240,0.973479382,VISl,0.913783741,VISp,0.364301148,0.018613443,VISl,0.628339383,RSPagl,0.041039831,0.043985541,VISp,0.955945605,Emx1-IRES-Cre,SypEGFP,FALSE,FALSE,,,2.363106165,Y,IT PT CT,0,0.00076978
594.3389498,0.00555394,0.041183764,0,539323512,0,146858755,0.847947672,VISp,0.846259157,VISrl,0.146261965,0.001631038,VISp,0.743380988,VISal,0.249622781,0.066182031,VISl,0.694202167,,EGFP,FALSE,FALSE,,,40.57662496,Y,IT PT CT,0,0
614.7209656,0.092127132,0.209630185,0.013365276,502592260,0.031184919,309003780,0.946043272,VISp,0.719027398,fiber tracts,0.034770673,0.003795706,VISp,0.96522933,fiber tracts,0.017227194,0.314058816,VISp,0.982772884,,EGFP,TRUE,TRUE,,,82.74054737,Y,IT PT CT,0,0.026403552
751.2445726,0.090587841,0.057065271,0.000103799,539323512,0.004795015,307743253,0.886505058,VISp,0.858283191,VISrl,0.146261965,0.001631038,VISp,0.743380988,VISl,0.284995185,0.568667109,VISp,0.698602819,,EGFP,TRUE,FALSE,,,348.6534268,Y,IT PT CT,0,0.00020705
711.1466349,0.006888735,0.02154481,0,539323512,0,116903968,0.90386625,VISp,0.831256468,VISrl,0.146261965,0.001631038,VISp,0.743380988,VISp,0.12572947,0.168873482,VISl,0.775009758,,EGFP,FALSE,FALSE,,,103.5374078,Y,IT PT CT,0,0
683.078205,0.169472145,0.109337774,0.005480066,539323512,0.150831229,307557934,0.919569786,VISp,0.684030441,VISrl,0.146261965,0.001631038,VISp,0.743380988,fiber tracts,0.016303394,0.527893817,VISp,0.983696623,,EGFP,TRUE,FALSE,,,323.6550617,Y,IT PT CT,0,0.010928952
757.6042729,0.009432999,0.010331177,0,539323512,0,309003780,0.90855562,VISp,0.751669469,VISrl,0.146261965,0.001631038,VISp,0.743380988,fiber tracts,0.017227194,0.314058816,VISp,0.982772884,,EGFP,TRUE,FALSE,,,192.5514609,Y,IT PT CT,0,0
452.9637098,0.106028693,0.591509774,0.046344101,539323512,0.07008243,277712166,0.909528434,VISp,0.668634121,VISrl,0.146261965,0.001631038,VISp,0.743380988,fiber tracts,0.009640986,0.038715358,VISp,0.990358987,,EGFP,TRUE,FALSE,,,23.73663269,Y,IT PT CT,0,0.089204455
753.3313731,0.00044851,0.002244173,0,539323512,0,277616630,0.924968092,VISp,0.704397779,VISrl,0.146261965,0.001631038,VISp,0.743380988,fiber tracts,0.00071247,0.068120863,VISp,0.999287525,,EGFP,TRUE,FALSE,,,41.76533521,Y,IT PT CT,0,0
464.828055,0.141433199,0.537430106,0.032377621,539323512,0.07475113,277714322,0.937271826,VISp,0.739307984,VISrl,0.146261965,0.001631038,VISp,0.743380988,fiber tracts,0.004326424,0.054924325,VISp,0.995673488,,EGFP,TRUE,FALSE,,,33.67445376,Y,IT PT CT,0,0.06303528
704.4538853,0.079553077,0.067050409,0.000992807,539323512,0.010187056,307137980,0.896553073,VISp,0.795267938,VISrl,0.146261965,0.001631038,VISp,0.743380988,fiber tracts,0.027006241,0.488520161,VISp,0.972940629,,EGFP,TRUE,FALSE,,,299.5148224,Y,IT PT CT,0,0.001979506
556.6644999,0.226524719,0.299403579,0.024929344,502592260,0.187270049,307137980,0.92830261,VISp,0.809063078,fiber tracts,0.034770673,0.003795706,VISp,0.96522933,fiber tracts,0.027006241,0.488520161,VISp,0.972940629,,EGFP,TRUE,TRUE,,,128.7033619,Y,IT PT CT,0,0.049464766
564.5506577,0.062071377,0.279962721,0.000692074,539323512,0.001886955,277713580,0.937626049,VISp,0.544726256,VISrl,0.146261965,0.001631038,VISp,0.743380988,fiber tracts,0.003321327,0.052402585,VISp,0.996678677,,EGFP,TRUE,FALSE,,,32.12835836,Y,IT PT CT,0,0.001346046
890.4427095,0.04187838,0.036474788,0.001229011,539323512,0.031498713,307593747,0.898547773,VISp,0.723763798,VISrl,0.146261965,0.001631038,VISp,0.743380988,fiber tracts,0.022721653,0.518530113,VISp,0.977278298,,EGFP,TRUE,FALSE,,,317.9141151,Y,IT PT CT,0,0.002450899
817.1541477,0.012822084,0.026088489,0.00025022,539323512,0.004021554,100141219,0.906157118,VISp,0.741030086,VISrl,0.146261965,0.001631038,VISp,0.743380988,fiber tracts,0.014003281,0.204278883,VISp,0.985996828,,EGFP,TRUE,FALSE,,,125.2446845,Y,IT PT CT,0,0.000496778
560.8941765,0.174360466,0.115260571,0.005958989,539323512,0.310814845,304762965,0.878735545,VISp,0.218246326,VISrl,0.146261965,0.001631038,VISp,0.743380988,fiber tracts,0.001573847,0.078968988,VISp,0.998116198,,EGFP,TRUE,FALSE,,,48.41638957,Y,PT CT,0,0.011695389
686.4922002,0.097922677,0.426349134,0.018535041,502592260,0.041076582,304585910,0.931542842,VISp,0.336073548,fiber tracts,0.034770673,0.003795706,VISp,0.96522933,fiber tracts,0.002760616,0.089413279,VISp,0.997239346,,EGFP,TRUE,TRUE,,,23.55642726,Y,PT CT,0,0.035524042
645.6532174,0.095575102,0.085691914,0.009268906,539323512,0.141089537,540145406,0.562901522,VISp,0.730633423,VISrl,0.146261965,0.001631038,VISp,0.743380988,VISp,0.18681516,0.200677912,VISrl,0.657940716,Rbp4-Cre_KL100,EGFP,FALSE,FALSE,,,123.0369064,Y,IT PT CT,0,0.018399239
786.7135943,0.026104657,0.044953301,0.001221782,539323512,0.016252265,266250195,0.8978729,VISp,0.729389952,VISrl,0.146261965,0.001631038,VISp,0.743380988,fiber tracts,0.019681639,0.172009914,VISp,0.980318333,Rbp4-Cre_KL100,EGFP,TRUE,FALSE,,,105.4603737,Y,IT PT CT,0,0.002422373
615.4580015,0.016187831,0.216387783,0,539323512,0,503809372,0.918106567,VISp,0.798139947,VISrl,0.146261965,0.001631038,VISp,0.743380988,,,0.016397721,VISp,0.999999946,Rbp4-Cre_KL100,SypEGFP,TRUE,FALSE,,,10.05354743,Y,IT PT CT,0,0
927.2501351,0.000568928,0.000593819,1.98E-05,539323512,0.010696962,479755622,0.893699368,VISp,0.804951399,VISrl,0.146261965,0.001631038,VISp,0.743380988,fiber tracts,0.022049737,0.168527523,VISp,0.977950261,Emx1-IRES-Cre,EGFP,TRUE,FALSE,,,103.3252977,Y,IT PT CT,0,0.000189651
570.7957169,0.006315889,0.276076854,0,539323512,0,566992832,0.904109289,VISp,0.329685574,VISrl,0.146261965,0.001631038,VISp,0.743380988,fiber tracts,0.001008782,0.003263338,VISp,0.998991298,Rbp4-Cre_KL100,EGFP,TRUE,FALSE,,,2.000773587,"N, remove: too small",0,0,0
599.6895785,0.268911111,0.054213404,0.011180792,609475139,0.274805821,267607635,0.286077595,MD,0.632031353,PVT,0.043307094,0.001819379,MD,0.956692916,IMD,0.054744932,0.201895758,MD,0.873972071,Prkcd-GluCla-CFP-IRES-Cre,EGFP,TRUE,FALSE,,,110.9695971,0,TC,0,0.022159619
668.9220625,0.079700697,0.080290864,0.02422061,563205064,0.151720653,307743253,0.926924481,VISp,0.813086627,fiber tracts,0.023653324,0.041197392,VISp,0.976346622,VISl,0.284995185,0.568667109,VISp,0.698602819,,EGFP,TRUE,FALSE,,,13.80347353,Y,IT PT CT,0,0.045169234
886.2843138,0.00798262,0.009078021,0,539323512,0,501004474,0.898807575,VISp,0.774269229,VISrl,0.146261965,0.001631038,VISp,0.743380988,fiber tracts,0.036666916,0.210919344,VISp,0.962625588,Emx1-IRES-Cre,SypEGFP,TRUE,FALSE,,,129.3159931,Y,IT PT CT,0,0
556.0646283,0.059010827,0.306612366,4.33E-05,539323512,8.93E-05,562061175,0.944436036,VISp,0.847706227,VISrl,0.146261965,0.001631038,VISp,0.743380988,fiber tracts,0.07754278,0.070026351,VISp,0.922457207,Emx1-IRES-Cre,EGFP,TRUE,FALSE,,,42.93360174,Y,IT PT CT,0,8.48E-05
713.6245349,1.07E-06,3.50E-05,0,539323512,0,562520963,0.928493968,VISp,0.880297427,VISrl,0.146261965,0.001631038,VISp,0.743380988,VISp,0.07319649,0.071651206,VISl,0.904534597,Emx1-IRES-Cre,EGFP,FALSE,FALSE,,,43.9298105,Y,IT PT CT,0,0
1017.103817,0.027753894,0.029946225,0.000490152,539323512,0.014671227,482580380,0.786740316,VISp,0.658350184,VISrl,0.146261965,0.001631038,VISp,0.743380988,VISp,0.285710049,0.175383701,VISl,0.697009635,Rbp4-Cre_KL100,SypEGFP,FALSE,FALSE,,,107.5288641,Y,IT PT CT,0,0.000971932
659.3019995,0.031227342,0.121309904,4.87E-08,539323512,3.46E-06,183173527,0.907280755,VISp,0.684790698,VISrl,0.146261965,0.001631038,VISp,0.743380988,,,0.017167989,VISp,0.999999991,Rbp4-Cre_KL100,EGFP,TRUE,FALSE,,,10.52580349,Y,IT PT CT,0,5.63E-07
