distance,exclusion_zone_overlap,fraction of match covered by td exclusion zone,fraction of match covered by td injection,image_series_id,injection_overlap,match_id,pearson_correlation,source,spearman_correlation,td_secondary_source,td_percent_secondary,td_injection_size,td_primary_source,td_percent_primary,match_secondary_source,match_percent_secondary,match_injection_size,match_primary_source,match_percent_primary,transgenic_line,Virus,same_primary,same_secondary,<60% primary,same secondary for <60% primary,injection_size_ratio,Julie call,PN_type_JH,JW_pass-fail,dice,include,CAV_percent_DMN,exp_predicted,low_pred_band,high_pred_band,sig
426.357283,0.25810213,0.24094887399999998,0.025911233,515920693,0.445424547,307137980,0.940481138,VISp,0.646576272,fiber tracts,0.037697801,0.002207518,VISp,0.9623021709999999,fiber tracts,0.027006241,0.488520161,VISp,0.9729406290000001,,EGFP,True,True,,,221.29835219999998,Y,IT PT CT,0,0.051592268,yes,0.0,0.7220338584274869,0.6161026219749021,0.8279650948800718,False
442.18461119999995,0.19325879399999998,0.553825606,0.080967416,502956560,0.13565696800000002,479673887,0.906325061,VISl,0.713428816,VISp,0.36430114799999996,0.018613443,VISl,0.6283393829999999,fiber tracts,0.048537209000000005,0.130042021,VISl,0.9317832220000001,Emx1-IRES-Cre,EGFP,True,False,,,6.98645727,Y,IT PT CT,0,0.141573039,yes,0.0,0.7761281137260438,0.6701842409375541,0.8820719865145336,False
487.9884286,0.30554514,0.506083654,0.155236395,502956560,0.582483335,482580380,0.9185875490000001,VISl,0.828466805,VISp,0.36430114799999996,0.018613443,VISl,0.6283393829999999,VISp,0.28571004899999997,0.175383701,VISl,0.697009635,Rbp4-Cre_KL100,SypEGFP,True,True,,,9.422421462,Y,IT PT CT,0,0.28048777199999997,yes,0.0,0.7806124561184558,0.6746294286023875,0.886595483634524,False
452.9637098,0.10602869300000001,0.5915097739999999,0.046344101,539323512,0.07008243,277712166,0.909528434,VISp,0.668634121,VISrl,0.146261965,0.0016310379999999998,VISp,0.743380988,fiber tracts,0.009640985999999999,0.038715358,VISp,0.990358987,,EGFP,True,False,,,23.73663269,Y,IT PT CT,0,0.089204455,yes,2.586009325,0.7205300772504655,0.6145773358201774,0.8264828186807536,False
464.828055,0.141433199,0.537430106,0.032377621,539323512,0.07475113,277714322,0.9372718259999999,VISp,0.7393079840000001,VISrl,0.146261965,0.0016310379999999998,VISp,0.743380988,fiber tracts,0.004326424000000001,0.054924325,VISp,0.995673488,,EGFP,True,False,,,33.67445376,Y,IT PT CT,0,0.06303528,yes,2.586009325,0.7189742820010363,0.6130115329764952,0.8249370310255774,False
416.8090806,0.389136762,0.54008221,0.179570405,501785691,0.850189207,482580380,0.83104417,VISl,0.875875345,fiber tracts,0.020595646000000002,0.013218176000000002,VISl,0.978059667,VISp,0.28571004899999997,0.175383701,VISl,0.697009635,Rbp4-Cre_KL100,SypEGFP,True,False,,,13.26837355,Y,IT PT CT,0,0.333893512,yes,0.0,0.771159760935218,0.6652359256081565,0.8770835962622795,False
496.45754450000004,0.112997784,0.42742295799999996,0.05569616,526783792,0.106926705,287769286,0.626092832,ORBvl,0.58619444,ORBm,0.305875875,0.027232267,ORBvl,0.680144463,ORBl,0.22496403,0.29632801,ORBvl,0.728960479,Rbp4-Cre_KL100,EGFP,True,False,,,10.88150355,Y,IT PT CT,0,0.10190569699999999,yes,100.0,0.7913692641292147,0.6853785761594741,0.8973599520989554,True
474.71723719999994,0.066827789,0.709259179,0.193954391,607059419,0.068939714,526783054,0.9125212359999999,ACAd,0.9257651179999999,MOs,0.135462255,0.068628165,ACAd,0.822280125,ACAv,0.354311395,0.031088829,ACAd,0.645688626,Rbp4-Cre_KL100,SypEGFP,True,False,,,0.453003938,Y,IT PT CT,0,0.12026739800000001,yes,100.0,0.8412266410708069,0.7352553535270189,0.947197928614595,False
575.5975917999999,0.129090035,0.28540133300000003,0.106721845,607059419,0.19850836100000002,125833030,0.928349128,ACAd,0.903381557,MOs,0.135462255,0.068628165,ACAd,0.822280125,ACAv,0.158748625,0.19943644800000002,ACAd,0.791174677,Rbp4-Cre_KL100,EGFP,True,False,,,2.906043719,Y,IT PT CT,0,0.158689621,yes,100.0,0.8394063882254665,0.7333377773778134,0.9454749990731197,False
402.5616225,0.317213625,0.475586036,0.241427438,607059419,0.582041123,496576666,0.924040392,ACAd,0.917414402,MOs,0.135462255,0.068628165,ACAd,0.822280125,MOs,0.28816608899999996,0.226570414,ACAd,0.6474103760000001,Rbp4-Cre_KL100,EGFP,True,True,,,3.301420245,Y,IT PT CT,0,0.37057960100000004,yes,100.0,0.8546741311997295,0.7487610287682949,0.960587233631164,False
388.25175989999997,0.272979774,0.381933339,0.098682649,571652998,0.70617536,180916954,0.857981393,MOs,0.7898108620000001,ACAd,0.218021247,0.04689546,MOs,0.778210069,ACAd,0.017800041000000003,0.568290279,MOs,0.962598348,,EGFP,True,True,,,12.11823664,Y,IT PT CT,0,0.18233871,yes,90.99178004,0.828236288521881,0.7223335912958235,0.9341389857479385,False
268.6096197,0.5553583529999999,0.5668364229999999,0.274713673,475733382,0.8342950109999999,286482701,0.892341878,ACAv,0.7233173559999999,fiber tracts,0.012893991,0.030775832000000003,ACAv,0.984733778,ACAd,0.359578639,0.22904908899999998,ACAv,0.632931726,Rbp4-Cre_KL100,EGFP,True,False,,,7.442498721000001,Y,IT PT CT,0,0.484101516,yes,98.37251624,0.82254652868342,0.716562618210604,0.9285304391562361,False
