sum_NPV_A,sum_NPV_B,dice_coefficient,pearson_correlation,match_A,fraction of match covered by td injection,absolute_overlap,distance,absolute_overlap_lg_over_small,spearman_correlation,injection_overlap,source,match_B,match_A_secondary_source,match_B_secondary_source,match_A_percent_secondary,match_B_percent_secondary,match_A_injection_size,match_B_injection_size,match_A_primary_source,match_B_primary_source,match_A_percent_primary,match_B_percent_primary,transgenic_line_A,transgenic_line_B,Virus_A,Virus_B,same_primary,same_secondary,<60% primary,same secondary for <60% primary,index_original,log_inj_size,log_ol,exp_predicted,low_pred_band,high_pred_band,sig
3.487714313,5.435839343,0.093888441,0.9730465090000001,183173527,0.06766798,151.6806336,513.2250968000001,23.30526621,0.769049537,0.023551617,VISp,277712166,,fiber tracts,,0.009640985999999999,0.017167988999999998,0.038715358,VISp,VISp,0.9999999909999999,0.990358987,Rbp4-Cre_KL100,,EGFP,EGFP,True,False,False,,1185,-1.765280573642385,-1.027387872259138,0.7679610622543316,0.6936637977108575,0.8422583267978057,False
16.11125679,5.435839343,0.312986817,0.944034523,183173527,0.19451424,792.2444028,503.38851789999995,266.11499649999996,0.734818451,0.26892799300000003,VISp,562061175,,fiber tracts,,0.07754278,0.017167988999999998,0.070026351,VISp,VISp,0.9999999909999999,0.922457207,Rbp4-Cre_KL100,Emx1-IRES-Cre,EGFP,EGFP,True,False,False,,3517,-1.765280573642385,-0.5044739545453346,0.777881631899606,0.7035871505743923,0.8521761132248198,False
5.597686345,5.435839343,0.063893952,0.939444935,183173527,0.030961852999999998,378.6426307,446.5422712,422.30283319999995,0.762721683,0.42676683,VISp,501004474,,fiber tracts,,0.036666916,0.017167988999999998,0.21091934399999998,VISp,VISp,0.9999999909999999,0.962625588,Rbp4-Cre_KL100,Emx1-IRES-Cre,EGFP,SypEGFP,True,False,False,,3498,-1.765280573642385,-1.1945402488421644,0.7689632763818935,0.6946838259049469,0.8432427268588402,False
5.236151147,5.435839343,0.18773148899999997,0.741732924,183173527,0.09680039,3063.810524,278.5677655,989.5399641,0.724035581,1.0,VISp,598605738,,VISrl,,0.124840207,0.017167988999999998,0.545316962,VISp,VISp,0.9999999909999999,0.687096989,Rbp4-Cre_KL100,Emx1-IRES-Cre,EGFP,SypEGFP,True,False,False,,2672,-1.765280573642385,-0.726462875210557,0.7802056341775903,0.705929353368596,0.8544819149865845,False
3.8642544219999997,5.435839343,0.393016285,0.9145891829999999,183173527,0.25938397,802.18273,549.4542747,394.40443700000003,0.600290762,0.39857353,VISp,277713580,,fiber tracts,,0.0033213270000000002,0.017167988999999998,0.052402585,VISp,VISp,0.9999999909999999,0.996678677,Rbp4-Cre_KL100,,EGFP,EGFP,True,False,False,,1749,-1.765280573642385,-0.405589453850761,0.7797823415128405,0.705474362406097,0.8540903206195841,True
9.959146227,5.435839343,0.235786015,0.946413932,183173527,0.122815305,2910.7578359999998,596.6573556,989.0739434000001,0.712703361,0.999529053,VISp,113887162,,VISrl,,0.043302248,0.017167988999999998,0.40784381700000005,VISp,VISp,0.9999999909999999,0.9550292359999999,Rbp4-Cre_KL100,,EGFP,EGFP,True,False,False,,382,-1.765280573642385,-0.6274819574616488,0.7712702694671969,0.6969472365919305,0.8455933023424633,False
3.3037284989999995,9.987299941,0.311322553,0.977128419,657046319,0.179687691,1417.141509,430.2324953,919.4666348999999,0.6172385220000001,0.755322987,VISp,174361040,RSPd,RSPagl,0.22178176,0.257676335,0.020778666,0.129957545,VISp,VISp,0.672854993,0.71042666,Rbp4-Cre_KL100,,EGFP,EGFP,True,False,False,,2020,-1.6823823377911462,-0.5067894167775961,0.7891245780998201,0.714849108411605,0.8634000477880351,True
9.987299941,4.345179785,0.426216318,0.988022735,657046319,0.236068885,1216.673777,374.566416,2667.205578,0.836297428,0.99947256,VISp,501115762,RSPd,RSPd,0.22178176,0.22422311600000003,0.020778666,0.194648717,VISp,VISp,0.672854993,0.618315932,Rbp4-Cre_KL100,Emx1-IRES-Cre,EGFP,SypEGFP,True,True,False,,2601,-1.6823823377911462,-0.37036992702516736,0.7960792706037395,0.7217954934236248,0.8703630477838542,False
7.6942576460000005,9.987299941,0.073553438,0.98012886,657046319,0.040490837,488.0645933999999,552.5395913,424.06338480000005,0.714584544,0.348359375,VISp,126862385,RSPd,RSPagl,0.22178176,0.09919310199999999,0.020778666,0.20358931600000002,VISp,VISp,0.672854993,0.839799655,Rbp4-Cre_KL100,,EGFP,EGFP,True,False,False,,1833,-1.6823823377911462,-1.1333970228748163,0.7744854429520264,0.7001765176881921,0.8487943682158606,False
3.57864764,9.987299941,0.296823961,0.977962655,657046319,0.161607745,2212.584432,383.7968212,1077.1915119999999,0.754662945,0.884890739,VISp,272782668,RSPd,RSPagl,0.22178176,0.10116977199999999,0.020778666,0.235682082,VISp,VISp,0.672854993,0.8463032070000001,Rbp4-Cre_KL100,,EGFP,EGFP,True,False,False,,2197,-1.6823823377911462,-0.5275010437230166,0.7901018028771584,0.715828133205919,0.8643754725483977,False
9.987299941,4.536835017,0.362634255,0.968130583,657046319,0.198145095,1203.281107,204.93901530000002,2598.9251480000003,0.760150643,0.9884707559999999,VISp,536298726,RSPd,RSPd,0.22178176,0.285536299,0.020778666,0.22520648899999998,VISp,VISp,0.672854993,0.47652642,Rbp4-Cre_KL100,Emx1-IRES-Cre,EGFP,EGFP,True,True,True,True,2591,-1.6823823377911462,-0.4405311741654562,0.7991847348572109,0.7249110651859715,0.8734584045284502,False
9.987299941,2.9043007239999996,0.562005268,0.954246578,657046319,0.358215016,1159.633955,104.8808848,1586.976518,0.793909579,0.9526155159999999,VISp,510417993,RSPd,RSPd,0.22178176,0.301237339,0.020778666,0.076407405,VISp,VISp,0.672854993,0.44666940200000005,Rbp4-Cre_KL100,Rbp4-Cre_KL100,EGFP,SypEGFP,True,True,True,True,2593,-1.6823823377911462,-0.25025961351882525,0.8113731065229468,0.7370127793444302,0.8857334337014634,False
9.987299941,5.687375086,0.27421364,0.98083212,657046319,0.146725438,1168.6908779999999,239.582971,2545.980435,0.738856147,0.960055593,VISp,479984127,RSPd,RSPd,0.22178176,0.11014797300000001,0.020778666,0.298795591,VISp,VISp,0.672854993,0.789494417,Rbp4-Cre_KL100,Emx1-IRES-Cre,EGFP,SypEGFP,True,True,False,,2595,-1.6823823377911462,-0.5619109462299497,0.7941168643041627,0.7198431946329233,0.8683905339754021,False
6.035712577000001,6.832402919,0.411270786,0.966768008,590988082,0.23715932,1482.9594849999999,587.2818744,2653.810962,0.8868693959999999,0.8644841659999999,VISpor,166083557,fiber tracts,VISli,0.0053831090000000005,0.115092174,0.029609196,0.192782327,VISpor,VISpor,0.9902532470000001,0.862612424,Emx1-IRES-Cre,Rbp4-Cre_KL100,EGFP,EGFP,True,False,False,,4497,-1.52857338516403,-0.38587213884871846,0.8062146360244629,0.7318946915941309,0.8805345804547948,False
6.035712577000001,10.78926122,0.194569802,0.897360589,590988082,0.10656602300000001,1315.108827,621.0475022,1916.1785280000001,0.7961080629999999,0.7666364240000001,VISpor,657172447,fiber tracts,TEa,0.0053831090000000005,0.187940458,0.029609196,0.30973717300000003,VISpor,VISpor,0.9902532470000001,0.72217557,Emx1-IRES-Cre,Emx1-IRES-Cre,EGFP,SypEGFP,True,False,False,,4496,-1.52857338516403,-0.7109245630524978,0.7955686460225154,0.7212373500393285,0.8698999420057023,False
16.1868557,6.035712577000001,0.142865908,0.9706047109999999,590988082,0.100295164,425.81530410000005,605.8052492,352.5618498,0.83799338,0.20552425,VISpor,157062358,fiber tracts,VISli,0.0053831090000000005,0.02906149,0.029609196,0.073378578,VISpor,VISpor,0.9902532470000001,0.938886205,Emx1-IRES-Cre,,EGFP,EGFP,True,False,False,,4471,-1.52857338516403,-0.8450713942594552,0.793836923079398,0.7195108296968877,0.8681630164619083,False
6.035712577000001,7.709359419,0.108924503,0.9632014520000001,590988082,0.072469231,231.3268656,720.4165462000001,375.993744,0.862478195,0.134850894,VISpor,648050335,fiber tracts,VISli,0.0053831090000000005,0.25247264199999997,0.029609196,0.08883897,VISpor,VISpor,0.9902532470000001,0.630358913,Emx1-IRES-Cre,Rbp4-Cre_KL100,EGFP,EGFP,True,False,False,,4501,-1.52857338516403,-0.9628744129836698,0.7883764270240402,0.7140080548404806,0.8627447992075998,False
6.035712577000001,23.071238600000004,0.313375574,0.874754789,590988082,0.239039458,395.43175510000003,653.0696747000001,780.1975267000001,0.763222535,0.230515057,VISpor,554334685,fiber tracts,VISli,0.0053831090000000005,0.06641941700000001,0.029609196,0.056235237,VISpor,VISpor,0.9902532470000001,0.920211358,Emx1-IRES-Cre,Rbp4-Cre_KL100,EGFP,EGFP,True,False,False,,4498,-1.52857338516403,-0.5039348575497086,0.799651962318728,0.7253093163607066,0.8739946082767495,False
9.706142300000002,6.035712577000001,0.147004363,0.861511912,590988082,0.093821956,582.1810466,602.3288139,498.2229789,0.809515908,0.290436711,VISpor,648252402,fiber tracts,TEa,0.0053831090000000005,0.13859243400000001,0.029609196,0.10682344,VISpor,VISpor,0.9902532470000001,0.8561020579999999,Emx1-IRES-Cre,Rbp4-Cre_KL100,EGFP,SypEGFP,True,False,False,,4488,-1.52857338516403,-0.8326697754647109,0.7941384797329571,0.7198135548943226,0.8684634045715917,False
20.69599409,22.98469055,0.689378753,0.951647866,526783054,0.42958522899999996,3129.841688,124.0967365,1786.1758,0.845244188,0.9953884470000001,ACAd,139426984,ACAv,ACAv,0.354311395,0.329069867,0.031088829,0.125346312,ACAd,ACAd,0.645688626,0.669364619,Rbp4-Cre_KL100,,SypEGFP,EGFP,True,True,False,,3801,-1.5073956358987812,-0.1615421058962362,0.8370853582733634,0.762625061807161,0.9115456547395657,False
22.98469055,24.101701600000002,0.477918933,0.936904373,526783054,0.276009343,1787.464052,554.7972603,3194.426218,0.9149504559999999,0.996106356,ACAd,125833030,ACAv,ACAv,0.354311395,0.158748625,0.031088829,0.19943644800000002,ACAd,ACAd,0.645688626,0.791174677,Rbp4-Cre_KL100,Rbp4-Cre_KL100,SypEGFP,EGFP,True,True,False,,3859,-1.5073956358987812,-0.32064576434308023,0.8128965432401931,0.7385869222792967,0.8872061642010896,False
22.98469055,12.73772653,0.379423991,0.946679022,526783054,0.215540072,1769.025704,211.1871208,2840.941938,0.9284598209999999,0.985831153,ACAd,496576666,ACAv,MOs,0.354311395,0.28816608899999996,0.031088829,0.226570414,ACAd,ACAd,0.645688626,0.6474103760000001,Rbp4-Cre_KL100,Rbp4-Cre_KL100,SypEGFP,EGFP,True,False,False,,3865,-1.5073956358987812,-0.4208752121149725,0.820512039771068,0.7462454586810611,0.894778620861075,False
22.98469055,21.44339853,0.495827491,0.843324106,526783054,0.293385482,1754.2374300000001,223.6067977,2870.313232,0.9185282790000001,0.9775900390000001,ACAd,478491090,ACAv,ACAv,0.354311395,0.270860302,0.031088829,0.16855602100000003,ACAd,ACAd,0.645688626,0.6426749079999999,Rbp4-Cre_KL100,Emx1-IRES-Cre,SypEGFP,EGFP,True,True,False,,3860,-1.5073956358987812,-0.3046693975790615,0.8251704498122596,0.750851306935619,0.8994895926889003,False
22.98469055,13.427122599999999,0.271659245,0.944157238,526783054,0.163592915,1103.879742,380.6573262,1436.2155089999999,0.932315239,0.615162932,ACAd,478376911,ACAv,ACAv,0.354311395,0.374316869,0.031088829,0.15095941599999999,ACAd,ACAd,0.645688626,0.6256831310000001,Rbp4-Cre_KL100,Emx1-IRES-Cre,SypEGFP,SypEGFP,True,True,False,,3862,-1.5073956358987812,-0.5659755106406963,0.8099205119452009,0.7356539308551939,0.8841870930352078,False
19.62529652,18.44214776,0.5433629179999999,0.825756485,112229103,0.332418704,1982.731222,440.6812907,3165.909788,0.908014295,0.931227245,RSPagl,646525156,VISam,VISam,0.13401850199999998,0.429357151,0.036553228,0.163840565,RSPagl,RSPagl,0.865446339,0.51521181,,Rbp4-Cre_KL100,EGFP,EGFP,True,True,True,True,4952,-1.4370742646518102,-0.26491000349172844,0.8286008822222034,0.7542529018331974,0.9029488626112094,False
19.62529652,6.722257384,0.34795362700000004,0.7775428879999999,112229103,0.206802583,1768.758646,631.6644679,2333.6761420000003,0.8976101040000001,0.830730975,RSPagl,576341623,VISam,VISam,0.13401850199999998,0.427217829,0.036553228,0.194441859,RSPagl,RSPagl,0.865446339,0.476632545,,Rbp4-Cre_KL100,EGFP,SypEGFP,True,True,True,True,4948,-1.4370742646518102,-0.4584786321453245,0.8134310047507667,0.7390960087238314,0.887766000777702,False
19.62529652,20.12937538,0.43723588,0.792504707,112229103,0.27740421600000004,1823.016156,606.3827173999999,2196.499359,0.8826520370000001,0.856214041,RSPagl,562674923,VISam,VISam,0.13401850199999998,0.424051915,0.036553228,0.137026452,RSPagl,RSPagl,0.865446339,0.543283564,,Emx1-IRES-Cre,EGFP,EGFP,True,True,True,True,4954,-1.4370742646518102,-0.35928420663396277,0.8182117180495658,0.7438854299113511,0.8925380061877806,False
19.62529652,12.70209405,0.33812234799999996,0.6543470570000001,112229103,0.19159319,2041.6227010000002,606.3827173999999,3060.7796350000003,0.892531693,0.958886743,RSPagl,575782182,VISam,VISam,0.13401850199999998,0.349660856,0.036553228,0.27527412100000004,RSPagl,RSPagl,0.865446339,0.491258779,,Emx1-IRES-Cre,EGFP,SypEGFP,True,True,True,True,4950,-1.4370742646518102,-0.47092612384431365,0.8138783384394517,0.7395520503012369,0.8882046265776664,False
3.487714313,12.41880993,0.117693866,0.983464345,277712166,0.074104556,367.7484818,738.1056834999999,640.6617285,0.7554870090000001,0.16406047699999998,VISp,536299435,fiber tracts,fiber tracts,0.009640985999999999,0.07373397400000001,0.038715358,0.148783972,VISp,VISp,0.990358987,0.926265982,,Emx1-IRES-Cre,EGFP,EGFP,True,True,False,,1166,-1.412116720471077,-0.9292461712412836,0.8028377888032057,0.728462242578282,0.8772133350281294,False
3.487714313,10.79072676,0.47529785700000005,0.979850205,277712166,0.37874876700000004,1022.9083039999999,550.7267925,1429.906005,0.764291965,0.456341311,VISp,596253012,fiber tracts,fiber tracts,0.009640985999999999,0.011819177,0.038715358,0.065161915,VISp,VISp,0.990358987,0.988180754,,Rbp4-Cre_KL100,EGFP,EGFP,True,True,False,,1159,-1.412116720471077,-0.32303414382679174,0.8249739874890887,0.7506656187869751,0.8992823561912022,False
3.487714313,3.8642544219999997,0.505344652,0.900782118,277712166,0.43580862,977.8719509,238.5372088,1347.801673,0.621958218,0.43624962899999997,VISp,277713580,fiber tracts,fiber tracts,0.009640985999999999,0.0033213270000000002,0.038715358,0.052402585,VISp,VISp,0.990358987,0.996678677,,,EGFP,EGFP,True,True,False,,1122,-1.412116720471077,-0.29641232602370926,0.8371193436403934,0.7627947315296859,0.9114439557511009,True
3.487714313,7.287579582,0.05196901,0.9959349190000001,277712166,0.014389758999999998,318.25340919999996,749.5998933,143.9878521,0.839943587,0.141979665,VISp,266250195,fiber tracts,fiber tracts,0.009640985999999999,0.019681639,0.038715358,0.17200991399999999,VISp,VISp,0.990358987,0.9803183329999999,,Rbp4-Cre_KL100,EGFP,EGFP,True,True,False,,1152,-1.412116720471077,-1.2842555563276563,0.7995654070529598,0.7251851063009626,0.873945707804957,False
4.247832428,3.487714313,0.09285256,0.927725487,277712166,0.048120094,2956.455922,764.5913941,1861.076852,0.7697875540000001,0.830266258,VISp,307558646,fiber tracts,fiber tracts,0.009640985999999999,0.021035271,0.038715358,1.058476283,VISp,VISp,0.990358987,0.969020112,,,EGFP,EGFP,True,True,False,,645,-1.412116720471077,-1.0322061180033917,0.8008327497596249,0.7264461378881987,0.8752193616310512,False
9.959146227,3.487714313,0.38428699200000005,0.933873695,277712166,0.21031617800000002,4984.553548,686.8769904,2189.660325,0.7028332140000001,0.976854385,VISp,113887162,fiber tracts,VISrl,0.009640985999999999,0.043302248,0.038715358,0.40784381700000005,VISp,VISp,0.990358987,0.9550292359999999,,,EGFP,EGFP,True,False,False,,311,-1.412116720471077,-0.41534431602545896,0.8162710268246243,0.7419157809304944,0.8906262727187542,True
3.487714313,12.03473161,0.43270150700000004,0.996160895,277712166,0.354255761,991.7090732999999,363.0426972,1245.7824679999999,0.8221000209999999,0.442422665,VISp,294482052,fiber tracts,,0.009640985999999999,,0.038715358,0.060788077,VISp,VISp,0.990358987,0.99999995,,Rbp4-Cre_KL100,EGFP,EGFP,True,False,False,,1147,-1.412116720471077,-0.3638115922506759,0.8296234674710783,0.7553367403815672,0.9039101945605894,False
3.487714313,5.236151147,0.16089593,0.6745462,277712166,0.086145371,1494.827629,772.9165544,2726.57057,0.662922476,0.6668746329999999,VISp,598605738,fiber tracts,VISrl,0.009640985999999999,0.124840207,0.038715358,0.545316962,VISp,VISp,0.990358987,0.687096989,,Emx1-IRES-Cre,EGFP,SypEGFP,True,False,False,,1139,-1.412116720471077,-0.7934549416119547,0.8035188511147592,0.7291286807750532,0.8779090214544651,True
3.487714313,12.6192391,0.15156451,0.925334135,277712166,0.10568316800000001,575.1853021000001,567.4504383999999,600.39327,0.723644188,0.256602487,VISp,530574594,fiber tracts,VISrl,0.009640985999999999,0.004137856,0.038715358,0.097888456,VISp,VISp,0.990358987,0.994358105,,Rbp4-Cre_KL100,EGFP,EGFP,True,False,False,,1149,-1.412116720471077,-0.8194024802050958,0.8102396810083122,0.7359261085966091,0.8845532534200153,True
3.487714313,5.677167026,0.174145105,0.9676356859999999,277712166,0.102173769,794.6627089,594.3904441000001,1320.552525,0.817506107,0.35451606,VISp,479983421,fiber tracts,fiber tracts,0.009640985999999999,0.027660877,0.038715358,0.22269318100000002,VISp,VISp,0.990358987,0.9723391290000001,,Emx1-IRES-Cre,EGFP,SypEGFP,True,True,False,,1168,-1.412116720471077,-0.759088728506155,0.8102922304084073,0.7359699487658914,0.8846145120509231,False
3.487714313,4.835846094,0.164948109,0.925332264,277712166,0.08597732400000001,2178.546901,764.5913941,4537.060513,0.7709196759999999,0.971896449,VISp,309372716,fiber tracts,fiber tracts,0.009640985999999999,0.016996569,0.038715358,0.90878975,VISp,VISp,0.990358987,0.941911066,,,EGFP,EGFP,True,True,False,,1133,-1.412116720471077,-0.7826526589338707,0.8039848660823141,0.7295982542108879,0.8783714779537404,False
3.487714313,4.715779956,0.21738181899999998,0.9680742809999999,277712166,0.114026066,2238.892577,760.1315676,5207.114424,0.783410141,0.998817948,VISp,309113907,fiber tracts,fiber tracts,0.009640985999999999,0.016366017,0.038715358,0.786978808,VISp,VISp,0.990358987,0.983634042,,,EGFP,EGFP,True,True,False,,1121,-1.412116720471077,-0.6627767814924029,0.8064320770988426,0.7320473557295732,0.8808167984681119,False
3.487714313,6.169882556,0.853311253,0.9906639840000001,277712166,0.724748975,1739.730198,37.41657387,2325.1968190000002,0.91769699,0.776130916,VISp,277714322,fiber tracts,fiber tracts,0.009640985999999999,0.004326424000000001,0.038715358,0.054924325,VISp,VISp,0.990358987,0.995673488,,,EGFP,EGFP,True,True,False,,1117,-1.412116720471077,-0.06889252709256878,0.8593109632856738,0.7846820637021681,0.9339398628691795,False
4.743056909,3.487714313,0.35559936299999995,0.990360386,277712166,0.210674499,2554.0330719999997,628.7288764,1707.511341,0.81019013,0.761757393,VISp,304586645,fiber tracts,fiber tracts,0.009640985999999999,0.009322867,0.038715358,0.20890618800000002,VISp,VISp,0.990358987,0.99067715,,,EGFP,EGFP,True,True,False,,563,-1.412116720471077,-0.4490390256709825,0.8170342599715794,0.7427002932632303,0.8913682266799285,False
3.487714313,5.343008855,0.192395315,0.9944963659999999,277712166,0.150739782,535.508604,133.79088159999998,595.9464656,0.8921659890000001,0.238901862,VISp,277616630,fiber tracts,fiber tracts,0.009640985999999999,0.00071247,0.038715358,0.068120863,VISp,VISp,0.990358987,0.999287525,,,EGFP,EGFP,True,True,False,,1116,-1.412116720471077,-0.7158055076330319,0.827071027423266,0.752809339557788,0.901332715288744,False
3.487714313,16.11125679,0.48910667700000005,0.9311356670000001,277712166,0.37914332100000003,1014.671423,533.8539126000001,1544.227167,0.7128154390000001,0.452666661,VISp,562061175,fiber tracts,fiber tracts,0.009640985999999999,0.07754278,0.038715358,0.070026351,VISp,VISp,0.990358987,0.922457207,,Emx1-IRES-Cre,EGFP,EGFP,True,True,False,,1170,-1.412116720471077,-0.31059640840247044,0.8261631462039464,0.7518477737370948,0.900478518670798,True
6.362374817999999,36.50531699,0.513293919,0.926093167,524666904,0.362356859,2056.2039440000003,353.4119409,2082.378067,0.8628550140000001,0.8536936490000001,VISal,510834706,VISl,VISl,0.417554224,0.13054047300000002,0.041970308,0.09773096099999999,VISal,VISal,0.582203209,0.8307224390000001,Rbp4-Cre_KL100,Rbp4-Cre_KL100,EGFP,SypEGFP,True,True,True,True,5808,-1.3770578436975018,-0.2896338808013609,0.837912108818191,0.7635828116664048,0.9122414059699772,False
6.853195049,5.832359441,0.257990488,0.961582755,580150240,0.146755047,2736.677917,531.2249994,1667.819408,0.890721335,0.649611831,VISp,113887868,RSPagl,RSPagl,0.041039831,0.23876023100000002,0.043985540999999996,0.314177318,VISp,VISp,0.955945605,0.632744185,Emx1-IRES-Cre,,SypEGFP,EGFP,True,True,False,,958,-1.356690062056964,-0.5883963059951621,0.8231340150673828,0.7488315183119144,0.8974365118228512,False
6.741248565,5.832359441,0.554828167,0.9369720359999999,580150240,0.37322616799999997,2774.440387,611.4736297999999,1726.528177,0.820148385,0.672478762,VISp,593016678,RSPagl,VISpl,0.041039831,0.157155185,0.043985540999999996,0.127057794,VISp,VISp,0.955945605,0.791264555,Emx1-IRES-Cre,Emx1-IRES-Cre,SypEGFP,EGFP,True,False,False,,3585,-1.356690062056964,-0.2558414991810247,0.8333278748115651,0.7589723701672915,0.9076833794558388,False
7.680208472,5.832359441,0.44053052299999995,0.935447818,580150240,0.30396296100000003,2053.753189,467.8675026000001,1385.926459,0.8189200090000001,0.539815175,VISp,603479758,RSPagl,RSPagl,0.041039831,0.035070405,0.043985540999999996,0.115881178,VISp,VISp,0.955945605,0.961143062,Emx1-IRES-Cre,Rbp4-Cre_KL100,SypEGFP,EGFP,True,True,False,,3436,-1.356690062056964,-0.3560239952854682,0.8333131552362898,0.7590227725333428,0.9076035379392368,False
5.470926666,5.832359441,0.085491805,0.954806218,580150240,0.046417375999999996,1387.489509,646.4518544,839.2131913999999,0.898777183,0.326871612,VISp,307320960,RSPagl,fiber tracts,0.041039831,0.0032023259999999997,0.043985540999999996,0.5142510020000001,VISp,VISp,0.955945605,0.996795055,Emx1-IRES-Cre,,SypEGFP,EGFP,True,False,False,,799,-1.356690062056964,-1.0680755135040332,0.8115942474264757,0.7372539937327132,0.8859345011202382,False
