match_id,fraction of match covered by td exclusion zone,pearson_correlation,fraction of match covered by td injection,distance,dice_coefficient,spearman_correlation,injection_overlap,image_series_id,source,exclusion_zone_overlap,td_secondary_source,td_percent_secondary,td_injection_size,td_primary_source,td_percent_primary,match_secondary_source,match_percent_secondary,match_injection_size,match_primary_source,match_percent_primary,Virus,same_primary,same_secondary,<60% primary,same secondary for <60% primary,injection_size_ratio,td_target,td_CAV_percent_DMN,match_target,match_CAV_percent_DMN,index_original,exp_predicted,low_pred_band,high_pred_band,experiment_type,in-out,module,in_out,diff,target_by_polygon
501837158,0.962701638,0.970660642,0.314960509,214.49623459999998,0.199957876,0.432730501,0.144593212,515920693,VISp,0.051758936,fiber tracts,0.037697801,0.002207518,VISp,0.9623021709999999,fiber tracts,0.043579447,0.001035779,VISp,0.956420522,EGFP,True,True,False,,0.469205066,VISl,0.0,AUDp,4.046436908,2,0.7358712963497086,0.5976877569100727,0.8740548357893445,both out,out,Visual,out,-0.3031407953497086,VISl
485553574,0.981197292,0.9857507670000001,0.145241586,202.09205380000003,0.173678374,0.658741576,0.17851669399999998,515920693,VISp,0.10016193699999999,fiber tracts,0.037697801,0.002207518,VISp,0.9623021709999999,fiber tracts,0.050589417000000005,0.002349125,VISp,0.9494106090000001,EGFP,True,True,False,,1.064147502,VISl,0.0,VISl,0.33397262,4,0.7351526935073471,0.5969923622564695,0.8733130247582248,both out,out,Visual,out,-0.07641111750734708,VISl
526784559,0.837203598,0.9808833659999999,0.213836871,313.569259,0.130832771,0.7296910059999999,0.08749702,515920693,VISp,0.045702307000000005,fiber tracts,0.037697801,0.002207518,VISp,0.9623021709999999,fiber tracts,0.145143309,0.0007806439999999999,VISp,0.8548566540000001,EGFP,True,True,False,,0.353629841,VISl,0.0,VISam,82.36598929,5,0.7294116335375802,0.5909933370107379,0.8678299300644226,in-out,out,Visual,out,0.0002793724624197136,VISl
539511058,0.851342011,0.974801983,0.295942963,161.1438456,0.524657434,0.674902331,0.353638302,515920693,VISp,0.041255591,fiber tracts,0.037697801,0.002207518,VISp,0.9623021709999999,fiber tracts,0.023785228,0.00072969,VISp,0.9762147390000001,EGFP,True,True,False,,0.330547834,VISl,0.0,VISpor,0.0,7,0.7519187106521013,0.6134446741234604,0.8903927471807421,both out,out,Visual,out,-0.07701637965210129,VISl
574637452,0.987766143,0.992509159,0.299179442,237.6838944,0.524915736,0.664996872,0.343451836,515920693,VISp,0.145035626,fiber tracts,0.037697801,0.002207518,VISp,0.9623021709999999,fiber tracts,0.031010806000000002,0.015745487,VISp,0.968989065,EGFP,True,True,False,,7.132664458,VISl,0.0,VISrl,86.79785688,8,0.749274385331486,0.6107998269118216,0.8877489437511505,in-out,out,Visual,out,-0.08427751333148603,VISl
501786400,0.9312442190000001,0.97892937,0.153909128,232.53823390000002,0.300751492,0.750540385,0.469895547,515920693,VISp,0.343564287,fiber tracts,0.037697801,0.002207518,VISp,0.9623021709999999,fiber tracts,0.04250705,0.093047354,VISp,0.9572707090000001,EGFP,True,True,False,,42.15020762,VISl,0.0,RSPagl,56.78204898,9,0.7396521498434093,0.6014323941843138,0.8778719055025048,in-out,out,Visual,out,0.010888235156590653,VISl
501787135,1.0,0.991212888,0.29540427199999997,134.9445851,0.496042084,0.726761306,0.337785558,515920693,VISp,0.121259754,fiber tracts,0.037697801,0.002207518,VISp,0.9623021709999999,fiber tracts,6.490000000000001e-07,0.011434548000000001,VISp,0.999999381,EGFP,True,True,False,,5.179820325,VISl,0.0,RSPagl,54.02219875,10,0.7515766127309114,0.6131587061135444,0.8899945193482783,in-out,out,Visual,out,-0.02481530673091137,VISl
502592260,0.919776794,0.9906365779999999,0.277966858,249.87340669999998,0.356304485,0.674598003,0.478102453,515920693,VISp,0.112675149,fiber tracts,0.037697801,0.002207518,VISp,0.9623021709999999,fiber tracts,0.034770672999999995,0.003795706,VISp,0.96522933,EGFP,True,True,False,,1.719445001,VISl,0.0,ACAv,100.0,11,0.7414795451395868,0.6032222479259275,0.8797368423532461,in-out,out,Visual,out,-0.06688154213958686,VISl
561918178,0.469821284,0.992763556,0.044737274,300.2269475,0.086492619,0.682796601,0.222034654,515920693,VISp,0.111311878,fiber tracts,0.037697801,0.002207518,VISp,0.9623021709999999,fiber tracts,0.025417711000000003,0.063352198,VISp,0.9745823140000001,EGFP,True,True,False,,28.69837961,VISl,0.0,VISl,0.0,12,0.7279359434964078,0.5895543690758903,0.8663175179169252,both out,out,Visual,out,-0.04513934249640783,VISl
563352720,0.989026524,0.98275838,0.456939032,137.89511430000002,0.627785142,0.679116382,0.465809855,515920693,VISp,0.070733753,fiber tracts,0.037697801,0.002207518,VISp,0.9623021709999999,,,0.004823735,VISp,1.000000026,EGFP,True,False,False,,2.185139389,VISl,0.0,RSPv,62.69728223,13,0.757234229004371,0.6185302148855302,0.8959382431232118,in-out,out,Visual,out,-0.07811784700437097,VISl
