id,injection structure,injection dmn fraction,projection dmn fraction,distance coefficient,DMN coefficient,DMN t values,DMN p values,injection core fraction,projection core fraction,core distance coefficient,DMN core coefficient,core t values,core p values
521954271,ILA,1.0,0.8343240086486431,-0.0015870408076990236,0.007655835415628163,[  -78.75042583    10.19051977 -1791.29898908],[0.00000000e+00 2.23522144e-24 0.00000000e+00],1.0,0.7909064152229109,-0.0015070132822365444,0.01570579340169912,[  -75.6803158     20.1124407  -1881.21112222],[0.00000e+00 8.01293e-90 0.00000e+00]
531397136,VISl,0.0,0.10554909398137903,-0.0019754999590513036,-0.026538106593725866,[ -142.0688928    -41.02596399 -2046.25707234],[0. 0. 0.],0.0,0.06399102751497704,-0.0019933803397365773,-0.028282382490578607,[ -143.313861     -41.43719767 -2059.75073071],[0. 0. 0.]
560965104,VISl,0.0,0.17937817258137703,-0.0024203843389269827,-0.026682360083780828,[ -135.00344486   -32.57403813 -1606.06073092],[0.00000000e+000 9.39877781e-232 0.00000000e+000],0.0,0.13452459084106907,-0.002439855512530043,-0.02904162607338751,[ -135.92233758   -33.62941428 -1618.36783994],[0.0000000e+000 8.3504911e-247 0.0000000e+000]
601804603,ORBl,1.0,0.9124193718346872,-0.0003430286047441247,0.006172378684033773,[  -46.23155995    20.17924198 -4574.7379095 ],[0.00000000e+00 2.08844113e-90 0.00000000e+00],1.0,0.8737616437187735,-0.0003309474948241411,0.008768642893772024,[  -45.33652097    27.699835   -4815.04115516],[0.00000000e+000 2.31348518e-168 0.00000000e+000]
563205064,VISp,0.030611501550165517,0.2876236301222116,-0.0021307760074970898,-0.010988664121008759,[ -126.38665017   -15.24822374 -1838.00701614],[0.00000000e+00 1.88975125e-52 0.00000000e+00],0.0002913461293867599,0.18125493445465088,-0.002163210234255649,-0.018645043037686364,[ -127.91045593   -24.52284912 -1851.11661576],[0.00000000e+000 1.75820761e-132 0.00000000e+000]
546389260,VISp,0.0013334956333784882,0.15898271471607692,-0.005064937605672701,-0.04830100309242284,[ -190.91040297   -44.45758028 -1019.36069063],[0. 0. 0.],0.0,0.09711976515942969,-0.005167548046896346,-0.06555813920112386,[ -194.70073455   -57.41848137 -1023.54119382],[0. 0. 0.]
477435412,ACAd,0.9992059778143151,0.9436361451515631,-0.0012717566898831434,0.01213202260885201,[  -68.97255582    19.53114241 -2146.21681546],[0.00000000e+00 8.02761718e-85 0.00000000e+00],0.9992059778143151,0.9344239506264068,-0.0011056299843153021,0.022750064610302517,[  -59.3559603     34.45572028 -2203.53158252],[0.00000000e+000 6.37572246e-259 0.00000000e+000]
637855050,ACAd,1.0,0.9518297294927469,-0.0007482166506098224,0.005078358641658813,[  -61.15509051    12.56409006 -3319.29987039],[0.00000000e+00 3.50157553e-36 0.00000000e+00],1.0,0.9391489517806767,-0.0006635039399236247,0.010336951410944635,[  -53.58285906    24.01337778 -3393.35661295],[0.00000000e+000 3.96115385e-127 0.00000000e+000]
521955016,ORBvl,1.0,0.9503418702143125,-0.0004930899705065299,0.008416671588472303,[  -52.92909313    22.21298484 -3625.81663152],[0.00000000e+000 4.21928669e-109 0.00000000e+000],1.0,0.9270029401663581,-0.00047042081553662433,0.012451033579669358,[  -51.38205317    31.78188369 -3821.05055793],[0.00000000e+000 9.06844479e-221 0.00000000e+000]
532005897,ORBvl,1.0,0.8296963881422424,-0.00025316470424439447,0.006163956387635685,[  -30.31449687    18.19259012 -4079.63245581],[4.07649123e-201 7.38532006e-074 0.00000000e+000],1.0,0.7899308925143458,-0.00024025969524187264,0.008667647613670984,[  -29.24507219    24.71852512 -4293.46766459],[2.28013652e-187 1.44200819e-134 0.00000000e+000]
617898760,ORBvl,1.0,0.9638064260774686,-0.00036552771454455356,0.0063876580639559795,[  -47.73177604    20.67185372 -4538.73122048],[0.00000000e+00 9.00255953e-95 0.00000000e+00],1.0,0.9178691498645632,-0.0003539981931424736,0.008574890470481985,[  -46.93851682    26.78116601 -4772.39973686],[0.00000000e+000 1.52004363e-157 0.00000000e+000]
526784559,VISp,0.0,0.15825529687821815,-0.0005442501955660634,-0.007116643078645886,[  -80.14528425   -26.0149943  -4885.00502592],[0.00000000e+000 8.50642019e-149 0.00000000e+000],0.0,0.0913491967809441,-0.0005561136418323829,-0.008689695055178533,[  -81.46799257   -30.02512488 -4907.71480014],[0.00000000e+000 2.40117273e-197 0.00000000e+000]
