sum_NPV_A,sum_NPV_B,dice_coefficient,pearson_correlation,match_A,fraction of match covered by td injection,absolute_overlap,distance,absolute_overlap_lg_over_small,spearman_correlation,injection_overlap,source,match_B,match_A_secondary_source,match_B_secondary_source,match_A_percent_secondary,match_B_percent_secondary,match_A_injection_size,match_B_injection_size,match_A_primary_source,match_B_primary_source,match_A_percent_primary,match_B_percent_primary,transgenic_line_A,transgenic_line_B,Virus_A,Virus_B,same_primary,same_secondary,<60% primary,same secondary for <60% primary
27.73527852,8.195686561,3.56E-06,0.958587156,146858755,7.27E-07,0.061377478,1317.307861,0.022317464,0.912875543,1.60E-05,VISl,307295727,VISal,VISp,0.249622781,0.452215035,0.066182031,0.528581581,VISl,VISl,0.694202167,0.514981946,,,EGFP,EGFP,TRUE,FALSE,TRUE,FALSE
27.73527852,23.43131903,0,0.929570168,146858755,0,0,1468.809041,0,0.81861707,0,VISl,114250546,VISal,VISpl,0.249622781,0.239303019,0.066182031,0.130829226,VISl,VISl,0.694202167,0.624558273,,,EGFP,EGFP,TRUE,FALSE,FALSE,
27.73527852,15.63454448,0,0.939534468,146858755,0,0,1206.233808,0,0.893048732,0,VISl,127138787,VISal,VISl,0.249622781,0.303323776,0.066182031,0.202187328,VISl,VISp,0.694202167,0.473349437,,,EGFP,EGFP,FALSE,FALSE,TRUE,FALSE
27.73527852,9.748664773,0.331533726,0.94683746,146858755,0.223048245,2036.739832,822.2530024,2475.433756,0.898059083,0.531088981,VISl,500836105,VISal,VISal,0.249622781,0.452689484,0.066182031,0.191034987,VISl,VISl,0.694202167,0.463709056,,Emx1-IRES-Cre,EGFP,SypEGFP,TRUE,TRUE,TRUE,TRUE
27.73527852,6.248942496,0,0.919075728,146858755,0,0,1240.524083,0,0.795868799,0,VISl,479981981,VISal,VISl,0.249622781,0.401654515,0.066182031,0.207307769,VISl,VISp,0.694202167,0.590620758,,Emx1-IRES-Cre,EGFP,SypEGFP,FALSE,FALSE,TRUE,FALSE
27.73527852,7.56332564,0.059007812,0.907204093,146858755,0.018204547,1149.879194,1255.229063,639.6853909,0.819840429,0.299836121,VISl,479673174,VISal,VISli,0.249622781,0.202567914,0.066182031,0.605378967,VISl,VISl,0.694202167,0.532896218,,Emx1-IRES-Cre,EGFP,EGFP,TRUE,FALSE,TRUE,FALSE
27.73527852,18.10660758,0,0.965712822,146858755,0,0,907.1934744,0,0.862746687,0,VISl,495562600,VISal,VISli,0.249622781,0.000111825,0.066182031,0.071435037,VISl,VISl,0.694202167,0.999824026,,Rbp4-Cre_KL100,EGFP,EGFP,TRUE,FALSE,FALSE,
27.73527852,21.51064448,0,0.949850798,146858755,0,0,1114.854251,0,0.918590723,0,VISl,479700629,VISal,fiber tracts,0.249622781,0.0204549,0.066182031,0.097799561,VISl,VISl,0.694202167,0.979545104,,Emx1-IRES-Cre,EGFP,EGFP,TRUE,FALSE,FALSE,
27.73527852,19.37364664,0.057904856,0.893081912,146858755,0.03794241,456.4393307,961.3012015,468.6184066,0.86281659,0.119018588,VISl,518605900,VISal,VISl,0.249622781,0.310846574,0.066182031,0.212703434,VISl,VISal,0.694202167,0.481601554,,Emx1-IRES-Cre,EGFP,EGFP,FALSE,FALSE,TRUE,FALSE
27.73527852,14.34123284,0.000206598,0.949529933,146858755,0.000192371,0.085430749,920.0543462,0.855588384,0.89854009,2.23E-05,VISl,479982715,VISal,VISl,0.249622781,0.252846888,0.066182031,0.076392436,VISl,VISp,0.694202167,0.549855237,,Emx1-IRES-Cre,EGFP,SypEGFP,FALSE,FALSE,TRUE,FALSE
27.73527852,16.65401296,0.626560422,0.943315379,146858755,0.602427168,2422.561383,768.5701009,2503.151594,0.922157975,0.631693669,VISl,562520963,VISal,VISp,0.249622781,0.07319649,0.066182031,0.071651206,VISl,VISl,0.694202167,0.904534597,,Emx1-IRES-Cre,EGFP,EGFP,TRUE,FALSE,FALSE,
27.73527852,26.21334701,0,0.953012062,146858755,0,0,1046.374694,0,0.95631674,0,VISl,479673887,VISal,fiber tracts,0.249622781,0.048537209,0.066182031,0.130042021,VISl,VISl,0.694202167,0.931783222,,Emx1-IRES-Cre,EGFP,EGFP,TRUE,FALSE,FALSE,
27.73527852,5.379738994,0.156311759,0.910381865,146858755,0.090880713,1093.964599,505.1732376,923.5469596,0.765801971,0.285256141,VISl,482580380,VISal,VISp,0.249622781,0.285710049,0.066182031,0.175383701,VISl,VISl,0.694202167,0.697009635,,Rbp4-Cre_KL100,EGFP,SypEGFP,TRUE,FALSE,FALSE,
27.73527852,2.77996728,0.064787878,0.804724644,146858755,0.025493644,875.7889024,774.9838708,591.466649,0.69510934,0.228365856,VISl,661987195,VISal,VISl,0.249622781,0.221503593,0.066182031,0.399825026,VISl,VISpor,0.694202167,0.273034261,,Rbp4-Cre_KL100,EGFP,SypEGFP,FALSE,FALSE,TRUE,FALSE
27.73527852,19.92838708,0,0.957196889,146858755,0,0,1303.878829,0,0.913405638,0,VISl,479980810,VISal,fiber tracts,0.249622781,0.027853652,0.066182031,0.169169109,VISl,VISl,0.694202167,0.964389485,,Emx1-IRES-Cre,EGFP,SypEGFP,TRUE,FALSE,FALSE,
27.73527852,36.50531699,0.247443586,0.872078534,524666904,0.202414679,776.265471,458.9117562,774.3872229,0.870296816,0.317468506,VISl,146858755,VISl,VISal,0.417554224,0.249622781,0.041970308,0.066182031,VISal,VISl,0.582203209,0.694202167,Rbp4-Cre_KL100,,EGFP,EGFP,FALSE,FALSE,TRUE,FALSE
8.610793726,40.62490598,0,0.955842328,100141796,0,0,964.2613754,0,0.760279013,0,VISl,307743253,VISl,VISl,0.316179014,0.284995185,0.178561508,0.568667109,VISli,VISp,0.455401112,0.698602819,,,EGFP,EGFP,FALSE,TRUE,TRUE,TRUE
8.610793726,17.12264282,0.364340112,0.985417752,116903968,0.236189606,7808.814828,706.3285355,6963.11398,0.876943456,0.710240106,VISl,307743253,VISp,VISl,0.12572947,0.284995185,0.168873482,0.568667109,VISl,VISp,0.775009758,0.698602819,,,EGFP,EGFP,FALSE,FALSE,FALSE,
8.610793726,4.408395335,0.119799697,0.97655836,304565427,0.083065736,2746.289146,996.9954864,2634.337325,0.792572242,0.20602685,VISl,307743253,VISl,VISl,0.414360794,0.284995185,0.220694236,0.568667109,VISp,VISp,0.549240459,0.698602819,,,EGFP,EGFP,TRUE,TRUE,TRUE,TRUE
8.610793726,4.94206466,0.603300802,0.951203976,307743253,0.460200816,27019.0447,702.7090436,28947.31259,0.942887081,0.817232532,VISl,309004492,VISl,VISl,0.284995185,0.427202347,0.568667109,1.083029987,VISp,VISp,0.698602819,0.528833971,,,EGFP,EGFP,TRUE,TRUE,TRUE,TRUE
8.610793726,8.195686561,0.397474685,0.989029792,307295727,0.377175031,12470.02367,907.5241044,12669.9179,0.952065614,0.412829485,VISl,307743253,VISp,VISl,0.452215035,0.284995185,0.528581581,0.568667109,VISl,VISp,0.514981946,0.698602819,,,EGFP,EGFP,FALSE,FALSE,TRUE,FALSE
8.610793726,23.43131903,0,0.935299335,114250546,0,0,1111.620439,0,0.789915375,0,VISl,307743253,VISpl,VISl,0.239303019,0.284995185,0.130829226,0.568667109,VISl,VISp,0.624558273,0.698602819,,,EGFP,EGFP,FALSE,FALSE,FALSE,
8.610793726,15.63454448,0.004731422,0.951642158,127138787,0.003228298,106.7328077,972.1625379,100.1824599,0.863813156,0.008310485,VISl,307743253,VISl,VISl,0.303323776,0.284995185,0.202187328,0.568667109,VISp,VISp,0.473349437,0.698602819,,,EGFP,EGFP,TRUE,TRUE,TRUE,TRUE
8.610793726,9.748664773,0.099855609,0.956105701,500836105,0.065659181,2170.79996,350.7135583,2204.803607,0.882381393,0.198663193,VISl,307743253,VISal,VISl,0.452689484,0.284995185,0.191034987,0.568667109,VISl,VISp,0.463709056,0.698602819,Emx1-IRES-Cre,,SypEGFP,EGFP,FALSE,FALSE,TRUE,FALSE
8.610793726,6.248942496,0.252349767,0.954529999,479981981,0.172063585,5688.703642,489.2851929,4991.081827,0.845976293,0.415085437,VISl,307743253,VISl,VISl,0.401654515,0.284995185,0.207307769,0.568667109,VISp,VISp,0.590620758,0.698602819,Emx1-IRES-Cre,,SypEGFP,EGFP,TRUE,TRUE,TRUE,TRUE
8.610793726,7.56332564,0.149661921,0.935269789,307743253,0.102027842,5103.501866,609.3439095,3585.132843,0.818452002,0.154363258,VISl,479673174,VISl,VISli,0.284995185,0.202567914,0.568667109,0.605378967,VISp,VISl,0.698602819,0.532896218,,Emx1-IRES-Cre,EGFP,EGFP,FALSE,FALSE,TRUE,FALSE
8.610793726,18.10660758,0.074245407,0.959142938,495562600,0.041787712,1381.570137,734.9149611,1338.707223,0.827703471,0.322216978,VISl,307743253,VISli,VISl,0.000111825,0.284995185,0.071435037,0.568667109,VISl,VISp,0.999824026,0.698602819,Rbp4-Cre_KL100,,EGFP,EGFP,FALSE,FALSE,FALSE,
8.610793726,21.51064448,0.145391538,0.95916524,479700629,0.080321146,2655.548504,475.394573,2815.692762,0.898112372,0.496514525,VISl,307743253,fiber tracts,VISl,0.0204549,0.284995185,0.097799561,0.568667109,VISl,VISp,0.979545104,0.698602819,Emx1-IRES-Cre,,EGFP,EGFP,FALSE,FALSE,FALSE,
8.610793726,19.37364664,0.034256039,0.896094239,518605900,0.022902348,757.1891073,574.9782605,777.8247637,0.776520951,0.062977778,VISl,307743253,VISl,VISl,0.310846574,0.284995185,0.212703434,0.568667109,VISal,VISp,0.481601554,0.698602819,Emx1-IRES-Cre,,EGFP,EGFP,FALSE,TRUE,TRUE,TRUE
8.610793726,14.34123284,0.323590453,0.99125419,479982715,0.183560658,6068.815712,188.6796226,4041.619101,0.935461747,0.908718664,VISl,307743253,VISl,VISl,0.252846888,0.284995185,0.076392436,0.568667109,VISp,VISp,0.549855237,0.698602819,Emx1-IRES-Cre,,SypEGFP,EGFP,TRUE,TRUE,TRUE,TRUE
8.610793726,16.65401296,0.290700759,0.976151936,562520963,0.163617683,5409.468302,304.3024811,3880.605553,0.911612119,0.933935531,VISl,307743253,VISp,VISl,0.07319649,0.284995185,0.071651206,0.568667109,VISl,VISp,0.904534597,0.698602819,Emx1-IRES-Cre,,EGFP,EGFP,FALSE,FALSE,FALSE,
8.610793726,26.21334701,0.173901466,0.981370739,479673887,0.106431369,3518.795218,506.1620294,3531.506682,0.895445991,0.467539034,VISl,307743253,fiber tracts,VISl,0.048537209,0.284995185,0.130042021,0.568667109,VISl,VISp,0.931783222,0.698602819,Emx1-IRES-Cre,,EGFP,EGFP,FALSE,FALSE,FALSE,
8.610793726,5.379738994,0.448912647,0.953173043,482580380,0.293447692,9701.860857,553.9855594,6187.281311,0.79607548,0.608853215,VISl,307743253,VISp,VISl,0.285710049,0.284995185,0.175383701,0.568667109,VISl,VISp,0.697009635,0.698602819,Rbp4-Cre_KL100,,SypEGFP,EGFP,FALSE,FALSE,FALSE,
8.610793726,2.77996728,0.152273835,0.825221914,661987195,0.129564964,4283.62972,894.7066558,1906.261765,0.709402382,0.082164494,VISl,307743253,VISl,VISl,0.221503593,0.284995185,0.399825026,0.568667109,VISpor,VISp,0.273034261,0.698602819,Rbp4-Cre_KL100,,SypEGFP,EGFP,FALSE,TRUE,TRUE,TRUE
8.610793726,19.92838708,0.151442015,0.987085425,479980810,0.096751611,3198.766559,672.3094526,3246.184903,0.892686325,0.330949625,VISl,307743253,fiber tracts,VISl,0.027853652,0.284995185,0.169169109,0.568667109,VISl,VISp,0.964389485,0.698602819,Emx1-IRES-Cre,,SypEGFP,EGFP,FALSE,FALSE,FALSE,
8.610793726,36.50531699,0.027402101,0.853764104,524666904,0.014711902,486.3995366,724.4998275,318.4892451,0.783005895,0.130568147,VISl,307743253,VISl,VISl,0.417554224,0.284995185,0.041970308,0.568667109,VISal,VISp,0.582203209,0.698602819,Rbp4-Cre_KL100,,EGFP,EGFP,FALSE,TRUE,TRUE,TRUE
17.12264282,4.408395335,3.38E-06,0.951193376,116903968,2.99E-06,0.019237696,1152.77925,0.038182709,0.722895951,1.96E-06,VISl,304565427,VISp,VISl,0.12572947,0.414360794,0.168873482,0.220694236,VISl,VISp,0.775009758,0.549240459,,,EGFP,EGFP,FALSE,FALSE,TRUE,FALSE
17.12264282,4.94206466,0.198400239,0.909675475,116903968,0.114661549,6185.285933,1288.603896,7212.381158,0.87872707,0.630901368,VISl,309004492,VISp,VISl,0.12572947,0.427202347,0.168873482,1.083029987,VISl,VISp,0.775009758,0.528833971,,,EGFP,EGFP,FALSE,FALSE,TRUE,FALSE
17.12264282,8.195686561,0.053021703,0.97105162,116903968,0.034979594,916.889392,1198.206994,1073.539065,0.885286854,0.093523045,VISl,307295727,VISp,VISp,0.12572947,0.452215035,0.168873482,0.528581581,VISl,VISl,0.775009758,0.514981946,,,EGFP,EGFP,TRUE,TRUE,TRUE,TRUE
17.12264282,23.43131903,0,0.932854978,114250546,0,0,1380.65202,0,0.848694723,0,VISl,116903968,VISpl,VISp,0.239303019,0.12572947,0.130829226,0.168873482,VISl,VISl,0.624558273,0.775009758,,,EGFP,EGFP,TRUE,FALSE,FALSE,
17.12264282,15.63454448,0,0.925278187,116903968,0,0,1169.358799,0,0.879981588,0,VISl,127138787,VISp,VISl,0.12572947,0.303323776,0.168873482,0.202187328,VISl,VISp,0.775009758,0.473349437,,,EGFP,EGFP,FALSE,FALSE,TRUE,FALSE
17.12264282,9.748664773,0.569134499,0.974419367,116903968,0.535947254,5172.229666,596.405902,5948.049154,0.88754737,0.527569268,VISl,500836105,VISp,VISal,0.12572947,0.452689484,0.168873482,0.191034987,VISl,VISl,0.775009758,0.463709056,,Emx1-IRES-Cre,EGFP,SypEGFP,TRUE,FALSE,TRUE,FALSE
17.12264282,6.248942496,0.016055896,0.912128278,116903968,0.013115187,175.2349691,1064.4717,157.6999999,0.751973287,0.017874029,VISl,479981981,VISp,VISl,0.12572947,0.401654515,0.168873482,0.207307769,VISl,VISp,0.775009758,0.590620758,,Emx1-IRES-Cre,EGFP,SypEGFP,FALSE,FALSE,TRUE,FALSE
17.12264282,7.56332564,0.178505737,0.954989067,116903968,0.078548323,4011.261043,1083.605094,2760.091407,0.846748487,0.409150055,VISl,479673174,VISp,VISli,0.12572947,0.202567914,0.168873482,0.605378967,VISl,VISl,0.775009758,0.532896218,,Emx1-IRES-Cre,EGFP,EGFP,TRUE,FALSE,TRUE,FALSE
17.12264282,18.10660758,0.024668615,0.9646012,495562600,0.017561321,172.1692171,831.5046602,156.5042606,0.840661267,0.037669424,VISl,116903968,VISli,VISp,0.000111825,0.12572947,0.071435037,0.168873482,VISl,VISl,0.999824026,0.775009758,Rbp4-Cre_KL100,,EGFP,EGFP,TRUE,FALSE,FALSE,
