sum_NPV_A,sum_NPV_B,dice_coefficient,pearson_correlation,match_A,fraction of match covered by td injection,absolute_overlap,distance,absolute_overlap_lg_over_small,spearman_correlation,injection_overlap,source,match_B,match_A_secondary_source,match_B_secondary_source,match_A_percent_secondary,match_B_percent_secondary,match_A_injection_size,match_B_injection_size,match_A_primary_source,match_B_primary_source,match_A_percent_primary,match_B_percent_primary,transgenic_line_A,transgenic_line_B,Virus_A,Virus_B,same_primary,same_secondary,<60% primary,same secondary for <60% primary
8.195686561,3.57864764,0,0.900443993,272782668,0,0,2435.857139,0,0.654600165,0,VISp,307295727,RSPagl,VISp,0.101169772,0.452215035,0.235682082,0.528581581,VISp,VISl,0.846303207,0.514981946,,,EGFP,EGFP,FALSE,FALSE,TRUE,FALSE
8.195686561,0.544137897,0.015978908,0.866043202,304762965,0.009186831,281.9478689,1470.170058,23.49185844,0.220551992,0.005107408,VISp,307295727,fiber tracts,VISp,0.001573847,0.452215035,0.078968988,0.528581581,VISp,VISl,0.998116198,0.514981946,,,EGFP,EGFP,FALSE,FALSE,TRUE,FALSE
8.195686561,4.835846094,0.001261281,0.967713542,307295727,0.000898801,52.63380924,1504.460036,47.43013997,0.847720932,0.00171499,VISp,309372716,VISp,fiber tracts,0.452215035,0.016996569,0.528581581,0.90878975,VISl,VISp,0.514981946,0.941911066,,,EGFP,EGFP,FALSE,FALSE,TRUE,FALSE
8.195686561,0.296137537,0.625423139,0.496869858,638314843,0.437051793,13413.31116,2733.569096,2437.361187,0.346325798,0.199732669,VISp,307295727,SUB,VISp,0.319944593,0.452215035,0.209582232,0.528581581,VISp,VISl,0.526096159,0.514981946,,,EGFP,EGFP,FALSE,FALSE,TRUE,FALSE
8.195686561,3.094136394,0,0.954908714,500836840,0,0,1784.180484,0,0.801099793,0,VISp,307295727,fiber tracts,VISp,0.047626807,0.452215035,0.375217578,0.528581581,VISp,VISl,0.952373187,0.514981946,Emx1-IRES-Cre,,SypEGFP,EGFP,FALSE,FALSE,TRUE,FALSE
8.195686561,16.74045011,0,0.859302211,294481346,0,0,2479.616906,0,0.77170752,0,VISp,307295727,VISp,VISp,0.28144803,0.452215035,0.129882193,0.528581581,VISpm,VISl,0.713711954,0.514981946,Rbp4-Cre_KL100,,EGFP,EGFP,FALSE,TRUE,TRUE,TRUE
8.195686561,1.600996777,0.320256229,0.845392995,307295727,0.212306402,18377.44759,1096.631205,19996.03805,0.772126575,0.598800425,VISp,512315551,VISp,VISl,0.452215035,0.134438565,0.528581581,1.614223072,VISl,VISp,0.514981946,0.792907247,,Emx1-IRES-Cre,EGFP,SypEGFP,FALSE,FALSE,TRUE,FALSE
8.195686561,9.987299941,0,0.862489749,657046319,0,0,2067.341288,0,0.624759056,0,VISp,307295727,RSPd,VISp,0.22178176,0.452215035,0.020778666,0.528581581,VISp,VISl,0.672854993,0.514981946,Rbp4-Cre_KL100,,EGFP,EGFP,FALSE,FALSE,TRUE,FALSE
8.195686561,5.236151147,0,0.739999577,307295727,0,0,2369.852316,0,0.769066247,0,VISp,598605738,VISp,VISrl,0.452215035,0.124840207,0.528581581,0.545316962,VISl,VISp,0.514981946,0.687096989,,Emx1-IRES-Cre,EGFP,SypEGFP,FALSE,FALSE,TRUE,FALSE
8.195686561,4.117640751,0,0.889253312,606929366,0,0,1463.454817,0,0.700206628,0,VISp,307295727,RSPagl,VISp,0.262136711,0.452215035,0.106491112,0.528581581,VISp,VISl,0.410704351,0.514981946,Rbp4-Cre_KL100,,SypEGFP,EGFP,FALSE,FALSE,TRUE,FALSE
8.195686561,5.756017889,1.15E-05,0.91892261,522409371,6.22E-06,0.191033203,1043.359957,0.037885021,0.65332576,1.49E-05,VISp,307295727,fiber tracts,VISp,0.013093039,0.452215035,0.044148902,0.528581581,VISp,VISl,0.986906959,0.514981946,Emx1-IRES-Cre,,EGFP,EGFP,FALSE,FALSE,TRUE,FALSE
8.195686561,6.248942496,0.714927789,0.970756779,479981981,0.497514916,15268.95092,564.8008499,11542.83251,0.879770033,0.959964562,VISp,307295727,VISl,VISp,0.401654515,0.452215035,0.207307769,0.528581581,VISp,VISl,0.590620758,0.514981946,Emx1-IRES-Cre,,SypEGFP,EGFP,FALSE,FALSE,TRUE,FALSE
8.195686561,14.798764,0,0.814330335,502966396,0,0,2242.899909,0,0.807748268,0,VISp,307295727,fiber tracts,VISp,0.032276897,0.452215035,0.096801715,0.528581581,VISp,VISl,0.96592965,0.514981946,Emx1-IRES-Cre,,EGFP,EGFP,FALSE,FALSE,TRUE,FALSE
8.195686561,18.03932648,0,0.752480341,512314723,0,0,2825.77423,0,0.809896896,0,VISp,307295727,VISp,VISp,0.243702462,0.452215035,0.27599252,0.528581581,VISpm,VISl,0.662048479,0.514981946,Emx1-IRES-Cre,,EGFP,EGFP,FALSE,TRUE,TRUE,TRUE
8.195686561,3.622004156,0.082682478,0.953479285,500837552,0.053898671,1654.17385,1049.047187,1414.337051,0.773482104,0.151716378,VISp,307295727,fiber tracts,VISp,0.015792673,0.452215035,0.160751497,0.528581581,VISp,VISl,0.984207346,0.514981946,Emx1-IRES-Cre,,SypEGFP,EGFP,FALSE,FALSE,TRUE,FALSE
8.195686561,3.553776714,0.013482675,0.937629925,574941472,0.009852744,302.3850232,849.5292814,239.4612583,0.793066464,0.016905246,VISp,307295727,VISpl,VISp,0.031702429,0.452215035,0.243418535,0.528581581,VISp,VISl,0.961972923,0.514981946,Emx1-IRES-Cre,,SypEGFP,EGFP,FALSE,FALSE,TRUE,FALSE
8.195686561,12.03473161,0,0.928141582,294482052,0,0,1731.415606,0,0.827886706,0,VISp,307295727,,VISp,,0.452215035,0.060788077,0.528581581,VISp,VISl,0.99999995,0.514981946,Rbp4-Cre_KL100,,EGFP,EGFP,FALSE,FALSE,TRUE,FALSE
8.195686561,8.270868757,0,0.670365403,501006221,0,0,2735.324478,0,0.78478595,0,VISp,307295727,VISp,VISp,0.228863473,0.452215035,0.236011303,0.528581581,VISpm,VISl,0.40838288,0.514981946,Emx1-IRES-Cre,,SypEGFP,EGFP,FALSE,TRUE,TRUE,TRUE
8.195686561,12.6192391,0,0.966529398,530574594,0,0,1514.463601,0,0.834035586,0,VISp,307295727,VISrl,VISp,0.004137856,0.452215035,0.097888456,0.528581581,VISp,VISl,0.994358105,0.514981946,Rbp4-Cre_KL100,,EGFP,EGFP,FALSE,FALSE,TRUE,FALSE
8.195686561,8.736886518,0.358368247,0.976133138,530555292,0.214012729,6568.144475,757.7598564,4940.820344,0.861586966,0.828246134,VISp,307295727,VISl,VISp,0.009005022,0.452215035,0.102772649,0.528581581,VISp,VISl,0.990995013,0.514981946,Rbp4-Cre_KL100,,EGFP,EGFP,FALSE,FALSE,TRUE,FALSE
8.195686561,17.6920135,0,0.941393613,482578964,0,0,1507.945622,0,0.660458726,0,VISp,307295727,fiber tracts,VISp,0.008667147,0.452215035,0.043191966,0.528581581,VISp,VISl,0.991332743,0.514981946,Rbp4-Cre_KL100,,EGFP,EGFP,FALSE,FALSE,TRUE,FALSE
8.195686561,7.287579582,0,0.917671832,266250195,0,0,1625.638336,0,0.789272231,0,VISp,307295727,fiber tracts,VISp,0.019681639,0.452215035,0.172009914,0.528581581,VISp,VISl,0.980318333,0.514981946,Rbp4-Cre_KL100,,EGFP,EGFP,FALSE,FALSE,TRUE,FALSE
8.195686561,8.285990944,0,0.889412775,503809372,0,0,1988.31587,0,0.849662191,0,VISp,307295727,,VISp,,0.452215035,0.016397721,0.528581581,VISp,VISl,0.999999946,0.514981946,Rbp4-Cre_KL100,,SypEGFP,EGFP,FALSE,FALSE,TRUE,FALSE
8.195686561,4.536835017,0,0.921059055,536298726,0,0,1941.417008,0,0.80474012,0,VISp,307295727,RSPd,VISp,0.285536299,0.452215035,0.225206489,0.528581581,VISp,VISl,0.47652642,0.514981946,Emx1-IRES-Cre,,EGFP,EGFP,FALSE,FALSE,TRUE,FALSE
8.195686561,8.866078636,0,0.950414208,479755622,0,0,1528.201557,0,0.828544339,0,VISp,307295727,fiber tracts,VISp,0.022049737,0.452215035,0.168527523,0.528581581,VISp,VISl,0.977950261,0.514981946,Emx1-IRES-Cre,,EGFP,EGFP,FALSE,FALSE,TRUE,FALSE
8.195686561,2.904300724,0,0.873557054,510417993,0,0,2033.150265,0,0.674685925,0,VISp,307295727,RSPd,VISp,0.301237339,0.452215035,0.076407405,0.528581581,VISp,VISl,0.446669402,0.514981946,Rbp4-Cre_KL100,,SypEGFP,EGFP,FALSE,FALSE,TRUE,FALSE
8.195686561,10.07466668,0,0.943106959,479701339,0,0,1692.955995,0,0.827670701,0,VISp,307295727,fiber tracts,VISp,0.058888405,0.452215035,0.132360446,0.528581581,VISp,VISl,0.941099265,0.514981946,Emx1-IRES-Cre,,EGFP,EGFP,FALSE,FALSE,TRUE,FALSE
8.195686561,5.687375086,0,0.907146633,479984127,0,0,2045.116134,0,0.757199474,0,VISp,307295727,RSPd,VISp,0.110147973,0.452215035,0.298795591,0.528581581,VISp,VISl,0.789494417,0.514981946,Emx1-IRES-Cre,,SypEGFP,EGFP,FALSE,FALSE,TRUE,FALSE
8.195686561,10.79072676,0,0.94869856,596253012,0,0,1681.457701,0,0.796494128,0,VISp,307295727,fiber tracts,VISp,0.011819177,0.452215035,0.065161915,0.528581581,VISp,VISl,0.988180754,0.514981946,Rbp4-Cre_KL100,,EGFP,EGFP,FALSE,FALSE,TRUE,FALSE
8.195686561,15.21381531,0,0.965106834,167794131,0,0,1280.97619,0,0.896197296,0,VISp,307295727,VISp,VISp,0.313158718,0.452215035,0.14535113,0.528581581,VISal,VISl,0.342120753,0.514981946,Rbp4-Cre_KL100,,EGFP,EGFP,FALSE,TRUE,TRUE,TRUE
8.195686561,14.34123284,0.172238554,0.986734321,479982715,0.098599525,3026.062648,724.9827584,2580.401661,0.945872378,0.580178164,VISp,307295727,VISl,VISp,0.252846888,0.452215035,0.076392436,0.528581581,VISp,VISl,0.549855237,0.514981946,Emx1-IRES-Cre,,SypEGFP,EGFP,FALSE,FALSE,TRUE,FALSE
8.195686561,4.502781895,0,0.851648736,566992832,0,0,1978.711702,0,0.234198727,0,VISp,307295727,fiber tracts,VISp,0.001008782,0.452215035,0.003263338,0.528581581,VISp,VISl,0.998991298,0.514981946,Rbp4-Cre_KL100,,EGFP,EGFP,FALSE,FALSE,TRUE,FALSE
8.195686561,7.971538392,0,0.948632525,535692871,0,0,1254.870511,0,0.761485668,0,VISp,307295727,fiber tracts,VISp,0.01089751,0.452215035,0.102440008,0.528581581,VISp,VISl,0.989049681,0.514981946,Emx1-IRES-Cre,,EGFP,EGFP,FALSE,FALSE,TRUE,FALSE
8.195686561,4.345179785,0,0.909580097,501115762,0,0,1861.719635,0,0.761850914,0,VISp,307295727,RSPd,VISp,0.224223116,0.452215035,0.194648717,0.528581581,VISp,VISl,0.618315932,0.514981946,Emx1-IRES-Cre,,SypEGFP,EGFP,FALSE,FALSE,TRUE,FALSE
8.195686561,7.680208472,0.002765623,0.953831035,603479758,0.001687242,51.78218917,1209.338662,38.18469801,0.734839663,0.005651475,VISp,307295727,RSPagl,VISp,0.035070405,0.452215035,0.115881178,0.528581581,VISp,VISl,0.961143062,0.514981946,Rbp4-Cre_KL100,,EGFP,EGFP,FALSE,FALSE,TRUE,FALSE
8.195686561,12.41880993,0,0.953042086,536299435,0,0,1622.467257,0,0.898216633,0,VISp,307295727,fiber tracts,VISp,0.073733974,0.452215035,0.148783972,0.528581581,VISp,VISl,0.926265982,0.514981946,Emx1-IRES-Cre,,EGFP,EGFP,FALSE,FALSE,TRUE,FALSE
8.195686561,25.45946496,0,0.707698705,657042668,0,0,2504.096644,0,0.70245605,0,VISp,307295727,VISa,VISp,0.319797843,0.452215035,0.141207955,0.528581581,VISp,VISl,0.434203579,0.514981946,Emx1-IRES-Cre,,EGFP,EGFP,FALSE,FALSE,TRUE,FALSE
8.195686561,5.677167026,0,0.953472535,479983421,0,0,1711.987149,0,0.82696602,0,VISp,307295727,fiber tracts,VISp,0.027660877,0.452215035,0.222693181,0.528581581,VISp,VISl,0.972339129,0.514981946,Emx1-IRES-Cre,,SypEGFP,EGFP,FALSE,FALSE,TRUE,FALSE
8.195686561,5.597686345,0,0.8896054,501004474,0,0,2030.123149,0,0.837464952,0,VISp,307295727,fiber tracts,VISp,0.036666916,0.452215035,0.210919344,0.528581581,VISp,VISl,0.962625588,0.514981946,Emx1-IRES-Cre,,SypEGFP,EGFP,FALSE,FALSE,TRUE,FALSE
8.195686561,16.11125679,0,0.916709969,562061175,0,0,1879.946808,0,0.817812784,0,VISp,307295727,fiber tracts,VISp,0.07754278,0.452215035,0.070026351,0.528581581,VISp,VISl,0.922457207,0.514981946,Emx1-IRES-Cre,,EGFP,EGFP,FALSE,FALSE,TRUE,FALSE
8.195686561,9.035426984,0,0.916455622,546103149,0,0,2155.226206,0,0.782771011,0,VISp,307295727,RSPd,VISp,0.02232561,0.452215035,0.187839658,0.528581581,VISp,VISl,0.963347783,0.514981946,Emx1-IRES-Cre,,SypEGFP,EGFP,FALSE,FALSE,TRUE,FALSE
8.195686561,4.869165188,0,0.920609504,517072832,0,0,1749.685686,0,0.544581809,0,VISp,307295727,,VISp,,0.452215035,0.011313372,0.528581581,VISp,VISl,0.999999964,0.514981946,Rbp4-Cre_KL100,,SypEGFP,EGFP,FALSE,FALSE,TRUE,FALSE
8.195686561,11.69549088,0,0.92140262,121510421,0,0,1607.140317,0,0.727652888,0,VISp,307295727,,VISp,,0.452215035,0.048048136,0.528581581,VISp,VISl,0.999999981,0.514981946,Rbp4-Cre_KL100,,EGFP,EGFP,FALSE,FALSE,TRUE,FALSE
8.195686561,6.741248565,0.000243896,0.915060571,593016678,0.000151485,4.649152757,927.5235846,3.177743457,0.842813401,0.00042748,VISp,307295727,VISpl,VISp,0.157155185,0.452215035,0.127057794,0.528581581,VISp,VISl,0.791264555,0.514981946,Emx1-IRES-Cre,,EGFP,EGFP,FALSE,FALSE,TRUE,FALSE
8.195686561,2.934678721,0.032653566,0.93296567,503323656,0.018455721,566.4141638,1202.247895,287.137382,0.645069473,0.071750402,VISp,307295727,fiber tracts,VISp,0.002778324,0.452215035,0.068570825,0.528581581,VISp,VISl,0.99722165,0.514981946,Rbp4-Cre_KL100,,SypEGFP,EGFP,FALSE,FALSE,TRUE,FALSE
8.195686561,7.506525633,0,0.30312168,524874308,0,0,1991.331213,0,0.690030322,0,VISp,307295727,VISp,VISp,0.335617849,0.452215035,0.279139848,0.528581581,VISrl,VISl,0.536332275,0.514981946,Rbp4-Cre_KL100,,EGFP,EGFP,FALSE,TRUE,TRUE,TRUE
8.195686561,3.950681322,0,0.864503219,272930013,0,0,1612.265487,0,0.202004306,0,VISp,307295727,RSPagl,VISp,0.006115526,0.452215035,0.006051112,0.528581581,VISp,VISl,0.993884424,0.514981946,Rbp4-Cre_KL100,,EGFP,EGFP,FALSE,FALSE,TRUE,FALSE
8.195686561,5.379738994,0.547917472,0.97544428,482580380,0.364671692,11191.93412,1057.780696,6844.341717,0.842704656,0.673510586,VISp,307295727,VISp,VISp,0.285710049,0.452215035,0.175383701,0.528581581,VISl,VISl,0.697009635,0.514981946,Rbp4-Cre_KL100,,SypEGFP,EGFP,TRUE,TRUE,TRUE,TRUE
8.195686561,2.586416559,0.002303606,0.883445973,307295727,0.000725178,88.79036965,2781.528357,33.64660376,0.814030629,0.002893096,VISp,584511827,VISp,RSPagl,0.452215035,0.175502508,0.528581581,0.798972989,VISl,VISp,0.514981946,0.631845368,,Emx1-IRES-Cre,EGFP,SypEGFP,FALSE,FALSE,TRUE,FALSE
8.195686561,4.172065136,0,0.761960251,510417255,0,0,1812.649994,0,0.643781186,0,VISp,307295727,RSPagl,VISp,0.386021662,0.452215035,0.044042361,0.528581581,VISp,VISl,0.47755425,0.514981946,Rbp4-Cre_KL100,,SypEGFP,EGFP,FALSE,FALSE,TRUE,FALSE
8.195686561,3.996977694,0.078595289,0.909882698,593277684,0.062981966,1932.944167,1028.494045,449.7498542,0.700715345,0.024314957,VISp,307295727,VISp,VISp,0.378126085,0.452215035,0.318671147,0.528581581,VISpl,VISl,0.413957338,0.514981946,Rbp4-Cre_KL100,,EGFP,EGFP,FALSE,TRUE,TRUE,TRUE
8.195686561,16.05180602,0,0.814462927,485237081,0,0,2547.48896,0,0.786978978,0,VISp,307295727,VISp,VISp,0.301351169,0.452215035,0.089030217,0.528581581,VISpm,VISl,0.693548559,0.514981946,Rbp4-Cre_KL100,,EGFP,EGFP,FALSE,TRUE,TRUE,TRUE
8.195686561,9.426803138,0.221174178,0.973949654,480069939,0.151254693,4642.072849,967.780967,4635.394723,0.769824564,0.410713967,VISp,307295727,fiber tracts,VISp,0.063772991,0.452215035,0.194205659,0.528581581,VISp,VISl,0.936226986,0.514981946,Emx1-IRES-Cre,,SypEGFP,EGFP,FALSE,FALSE,TRUE,FALSE
8.195686561,2.462918359,9.14E-05,0.911603934,307295727,6.79E-05,2.998141001,1438.436651,2.370320267,0.753729258,9.77E-05,VISp,601476074,VISp,RSPagl,0.452215035,0.157145067,0.528581581,0.597899176,VISl,VISp,0.514981946,0.612171369,,Emx1-IRES-Cre,EGFP,SypEGFP,FALSE,FALSE,TRUE,FALSE
8.195686561,5.435839343,0,0.863146686,183173527,0,0,2276.620302,0,0.620012405,0,VISp,307295727,,VISp,,0.452215035,0.017167989,0.528581581,VISp,VISl,0.999999991,0.514981946,Rbp4-Cre_KL100,,EGFP,EGFP,FALSE,FALSE,TRUE,FALSE
8.195686561,14.32567601,0,0.640370317,656632388,0,0,2408.049003,0,0.665678182,0,VISp,307295727,VISa,VISp,0.210343638,0.452215035,0.105423941,0.528581581,VISp,VISl,0.499665612,0.514981946,Rbp4-Cre_KL100,,EGFP,EGFP,FALSE,FALSE,TRUE,FALSE
8.195686561,5.832359441,0,0.919405306,580150240,0,0,1320.757358,0,0.765958915,0,VISp,307295727,RSPagl,VISp,0.041039831,0.452215035,0.043985541,0.528581581,VISp,VISl,0.955945605,0.514981946,Emx1-IRES-Cre,,SypEGFP,EGFP,FALSE,FALSE,TRUE,FALSE
8.195686561,8.557349402,0,0.941805497,479756361,0,0,1752.883339,0,0.846296269,0,VISp,307295727,fiber tracts,VISp,0.043985675,0.452215035,0.163774974,0.528581581,VISp,VISl,0.956014314,0.514981946,Emx1-IRES-Cre,,EGFP,EGFP,FALSE,FALSE,TRUE,FALSE
8.195686561,5.943554007,0,0.967305581,503069254,0,0,1474.754217,0,0.791044652,0,VISp,307295727,fiber tracts,VISp,2.96E-05,0.452215035,0.07109877,0.528581581,VISp,VISl,0.999970367,0.514981946,Rbp4-Cre_KL100,,SypEGFP,EGFP,FALSE,FALSE,TRUE,FALSE
7.694257646,3.780610583,0,0.880457741,126862385,0,0,1185.580027,0,0.806153185,0,VISp,307296433,RSPagl,VISl,0.099193102,0.024494602,0.203589316,0.792197112,VISp,VISp,0.839799655,0.961790595,,,EGFP,EGFP,TRUE,FALSE,FALSE,
7.694257646,15.63454448,0,0.86286287,127138787,0,0,1767.964932,0,0.754675161,0,VISp,126862385,VISl,RSPagl,0.303323776,0.099193102,0.202187328,0.203589316,VISp,VISp,0.473349437,0.839799655,,,EGFP,EGFP,TRUE,FALSE,TRUE,FALSE
7.694257646,6.266930113,7.77E-09,0.958881908,126862385,4.10E-09,0.000163929,215.4065923,0.000123524,0.902946792,1.36E-08,VISp,307593747,RSPagl,fiber tracts,0.099193102,0.022721653,0.203589316,0.518530113,VISp,VISp,0.839799655,0.977278298,,,EGFP,EGFP,TRUE,FALSE,FALSE,
7.694257646,3.303728499,0.379383915,0.976367706,174361040,0.313806669,3782.53291,830.7827634,3702.364429,0.694360948,0.469444521,VISp,126862385,RSPagl,RSPagl,0.257676335,0.099193102,0.129957545,0.203589316,VISp,VISp,0.71042666,0.839799655,,,EGFP,EGFP,TRUE,TRUE,FALSE,
7.694257646,5.393981116,0,0.959555032,126862385,0,0,734.3704787,0,0.869611674,0,VISp,100141219,RSPagl,fiber tracts,0.099193102,0.014003281,0.203589316,0.204278883,VISp,VISp,0.839799655,0.985996828,,,EGFP,EGFP,TRUE,FALSE,FALSE,
7.694257646,3.060779702,0,0.897307011,304564721,0,0,1218.605761,0,0.51287008,0,VISp,126862385,fiber tracts,RSPagl,0.004261402,0.099193102,0.081399922,0.203589316,VISp,VISp,0.995738638,0.839799655,,,EGFP,EGFP,TRUE,FALSE,FALSE,
7.694257646,3.57864764,0.496998023,0.98735682,126862385,0.459816009,6397.553348,811.0487038,6295.377402,0.758415449,0.530754115,VISp,272782668,RSPagl,RSPagl,0.099193102,0.101169772,0.203589316,0.235682082,VISp,VISp,0.839799655,0.846303207,,,EGFP,EGFP,TRUE,TRUE,FALSE,
7.694257646,0.544137897,0,0.906321636,304762965,0,0,1139.561319,0,0.246331093,0,VISp,126862385,fiber tracts,RSPagl,0.001573847,0.099193102,0.078968988,0.203589316,VISp,VISp,0.998116198,0.839799655,,,EGFP,EGFP,TRUE,FALSE,FALSE,
7.694257646,4.835846094,0,0.919336178,126862385,0,0,697.9971347,0,0.884974149,0,VISp,309372716,RSPagl,fiber tracts,0.099193102,0.016996569,0.203589316,0.90878975,VISp,VISp,0.839799655,0.941911066,,,EGFP,EGFP,TRUE,FALSE,FALSE,
7.694257646,0.296137537,0,0.459008113,126862385,0,0,3852.246098,0,0.363341646,0,VISp,638314843,RSPagl,SUB,0.099193102,0.319944593,0.203589316,0.209582232,VISp,VISp,0.839799655,0.526096159,,,EGFP,EGFP,TRUE,FALSE,TRUE,FALSE
7.694257646,3.094136394,0,0.935595027,126862385,0,0,364.8287269,0,0.81018458,0,VISp,500836840,RSPagl,fiber tracts,0.099193102,0.047626807,0.203589316,0.375217578,VISp,VISp,0.839799655,0.952373187,,Emx1-IRES-Cre,EGFP,SypEGFP,TRUE,FALSE,FALSE,
7.694257646,16.74045011,1.47E-05,0.96479146,294481346,5.49E-06,0.066189931,776.9813383,0.144257408,0.819848918,1.91E-05,VISp,126862385,VISp,RSPagl,0.28144803,0.099193102,0.129882193,0.203589316,VISpm,VISp,0.713711954,0.839799655,Rbp4-Cre_KL100,,EGFP,EGFP,FALSE,FALSE,FALSE,
7.694257646,1.600996777,0.001151209,0.778386938,126862385,0.000595016,61.15134616,1636.337374,56.04145164,0.804315427,0.005073241,VISp,512315551,RSPagl,VISl,0.099193102,0.134438565,0.203589316,1.614223072,VISp,VISp,0.839799655,0.792907247,,Emx1-IRES-Cre,EGFP,SypEGFP,TRUE,FALSE,FALSE,
7.694257646,9.987299941,0.073553438,0.98012886,657046319,0.040490837,488.0645934,552.5395913,424.0633848,0.714584544,0.348359375,VISp,126862385,RSPd,RSPagl,0.22178176,0.099193102,0.020778666,0.203589316,VISp,VISp,0.672854993,0.839799655,Rbp4-Cre_KL100,,EGFP,EGFP,TRUE,FALSE,FALSE,
7.694257646,5.236151147,0,0.70213595,126862385,0,0,1295.14478,0,0.732721937,0,VISp,598605738,RSPagl,VISrl,0.099193102,0.124840207,0.203589316,0.545316962,VISp,VISp,0.839799655,0.687096989,,Emx1-IRES-Cre,EGFP,SypEGFP,TRUE,FALSE,FALSE,
7.694257646,4.117640751,0,0.907544459,606929366,0,0,1050.476083,0,0.676586376,0,VISp,126862385,RSPagl,RSPagl,0.262136711,0.099193102,0.106491112,0.203589316,VISp,VISp,0.410704351,0.839799655,Rbp4-Cre_KL100,,SypEGFP,EGFP,TRUE,TRUE,TRUE,TRUE
7.694257646,5.756017889,0,0.856785895,522409371,0,0,994.0824915,0,0.743534832,0,VISp,126862385,fiber tracts,RSPagl,0.013093039,0.099193102,0.044148902,0.203589316,VISp,VISp,0.986906959,0.839799655,Emx1-IRES-Cre,,EGFP,EGFP,TRUE,FALSE,FALSE,
7.694257646,6.248942496,0,0.826111596,126862385,0,0,1485.328247,0,0.718336515,0,VISp,479981981,RSPagl,VISl,0.099193102,0.401654515,0.203589316,0.207307769,VISp,VISp,0.839799655,0.590620758,,Emx1-IRES-Cre,EGFP,SypEGFP,TRUE,FALSE,TRUE,FALSE
7.694257646,14.798764,0.019656615,0.951415391,502966396,0.012692661,152.9935848,358.6084215,173.7538497,0.839684325,0.0308884,VISp,126862385,fiber tracts,RSPagl,0.032276897,0.099193102,0.096801715,0.203589316,VISp,VISp,0.96592965,0.839799655,Emx1-IRES-Cre,,EGFP,EGFP,TRUE,FALSE,FALSE,
7.694257646,18.03932648,1.39E-06,0.857642184,126862385,1.22E-06,4.44E-06,1064.706532,0.019494882,0.758583129,3.68E-10,VISp,512314723,RSPagl,VISp,0.099193102,0.243702462,0.203589316,0.27599252,VISp,VISpm,0.839799655,0.662048479,,Emx1-IRES-Cre,EGFP,EGFP,FALSE,FALSE,FALSE,
7.694257646,3.622004156,0,0.936024672,500837552,0,0,1013.360745,0,0.796518482,0,VISp,126862385,fiber tracts,RSPagl,0.015792673,0.099193102,0.160751497,0.203589316,VISp,VISp,0.984207346,0.839799655,Emx1-IRES-Cre,,SypEGFP,EGFP,TRUE,FALSE,FALSE,
7.694257646,3.553776714,0,0.808748642,126862385,0,0,1287.672319,0,0.770201169,0,VISp,574941472,RSPagl,VISpl,0.099193102,0.031702429,0.203589316,0.243418535,VISp,VISp,0.839799655,0.961972923,,Emx1-IRES-Cre,EGFP,SypEGFP,TRUE,FALSE,FALSE,
7.694257646,12.03473161,0,0.959651258,294482052,0,0,923.7965144,0,0.839827216,0,VISp,126862385,,RSPagl,,0.099193102,0.060788077,0.203589316,VISp,VISp,0.99999995,0.839799655,Rbp4-Cre_KL100,,EGFP,EGFP,TRUE,FALSE,FALSE,
7.694257646,8.270868757,0.014252276,0.800081356,126862385,0.012861313,183.5659963,933.9164845,176.2749711,0.763242358,0.015229011,VISp,501006221,RSPagl,VISp,0.099193102,0.228863473,0.203589316,0.236011303,VISp,VISpm,0.839799655,0.40838288,,Emx1-IRES-Cre,EGFP,SypEGFP,FALSE,FALSE,TRUE,FALSE
7.694257646,12.6192391,0,0.930197553,530574594,0,0,828.6132994,0,0.796867808,0,VISp,126862385,VISrl,RSPagl,0.004137856,0.099193102,0.097888456,0.203589316,VISp,VISp,0.994358105,0.839799655,Rbp4-Cre_KL100,,EGFP,EGFP,TRUE,FALSE,FALSE,
7.694257646,8.736886518,0,0.877669903,530555292,0,0,1300.53835,0,0.787272643,0,VISp,126862385,VISl,RSPagl,0.009005022,0.099193102,0.102772649,0.203589316,VISp,VISp,0.990995013,0.839799655,Rbp4-Cre_KL100,,EGFP,EGFP,TRUE,FALSE,FALSE,
7.694257646,17.6920135,0,0.970359448,482578964,0,0,584.5511098,0,0.769990932,0,VISp,126862385,fiber tracts,RSPagl,0.008667147,0.099193102,0.043191966,0.203589316,VISp,VISp,0.991332743,0.839799655,Rbp4-Cre_KL100,,EGFP,EGFP,TRUE,FALSE,FALSE,
7.694257646,7.287579582,0,0.952015688,266250195,0,0,585.5766389,0,0.806621114,0,VISp,126862385,fiber tracts,RSPagl,0.019681639,0.099193102,0.172009914,0.203589316,VISp,VISp,0.980318333,0.839799655,Rbp4-Cre_KL100,,EGFP,EGFP,TRUE,FALSE,FALSE,
7.694257646,8.285990944,0,0.925653989,503809372,0,0,855.3361912,0,0.855332049,0,VISp,126862385,,RSPagl,,0.099193102,0.016397721,0.203589316,VISp,VISp,0.999999946,0.839799655,Rbp4-Cre_KL100,,SypEGFP,EGFP,TRUE,FALSE,FALSE,
7.694257646,4.536835017,0.206509823,0.982155684,126862385,0.198144993,2581.056806,572.8001397,2598.92381,0.911212076,0.214129753,VISp,536298726,RSPagl,RSPd,0.099193102,0.285536299,0.203589316,0.225206489,VISp,VISp,0.839799655,0.47652642,,Emx1-IRES-Cre,EGFP,EGFP,TRUE,FALSE,TRUE,FALSE
