id,injection structure,injection dmn fraction,projection dmn fraction,distance coefficient,DMN coefficient,DMN t values,DMN p values,injection core fraction,projection core fraction,core distance coefficient,DMN core coefficient,core t values,core p values
112596790,AId,0.7394728640375734,0.4052394682696749,-0.010432982348340303,-0.19581135012976866,[-171.87994528  -73.13153533 -289.47068742],[0. 0. 0.],0.0,0.06293859688820848,-0.010753760396435733,-0.3593166056167676,[-186.61036678 -134.35776171 -298.11780548],[0. 0. 0.]
272697944,MOp,0.11092187595222718,0.17937475112726575,-0.006764670769092349,-0.2091153726691225,[-163.83108567 -117.147998   -623.73106054],[0. 0. 0.],0.0,0.012992375668997951,-0.006939040583897001,-0.2645230505953423,[-173.33533405 -145.28153815 -659.69728457],[0. 0. 0.]
126861679,VISam,0.9794923540570679,0.6716447937026838,-0.013887205199408613,0.08246719401142244,[-213.54184027   36.45736686 -333.05615664],[0.00000000e+000 1.85527619e-289 0.00000000e+000],0.8791470536916849,0.5833732183190297,-0.013759481570841892,0.08696298355443066,[-207.27327792   35.79905763 -331.41260115],[0.0000000e+000 3.1407173e-279 0.0000000e+000]
146858006,AUDp,0.05185735100043736,0.23396032845759454,-0.006361372098687257,-0.06748186678413176,[-156.08772007  -33.85931013 -544.90605729],[0.00000000e+000 3.76357633e-250 0.00000000e+000],0.0,0.11558149959637166,-0.006405462101157753,-0.08617477271633021,[-157.54132514  -41.19620596 -549.27593788],[0. 0. 0.]
180601025,SSp-un,0.5932882488684761,0.4831613990735242,-0.0024351669820624824,-0.013644152927618614,[ -108.32590597   -17.76460544 -1691.00149126],[0.00000000e+00 1.62769794e-70 0.00000000e+00],0.5916005592917795,0.4038148882828665,-0.002469304812838767,-0.016970880300498203,[ -108.83041477   -20.80871788 -1700.44363463],[0.00000000e+00 5.28321238e-96 0.00000000e+00]
180720175,MOp,0.946344657613214,0.7612519716164488,-0.011095162475444896,0.16283274385114113,[-107.5279967    50.48585291 -238.41012144],[0. 0. 0.],0.946344657613214,0.7290007229675969,-0.00932784114830133,0.2599625068061841,[ -87.97143794   74.55406015 -254.47649581],[0. 0. 0.]
141603190,MOs,0.99897190824509,0.7707645574865571,-0.0065975872779759775,0.2626727091226081,[ -75.22660275   88.6932171  -340.91902762],[0. 0. 0.],0.99897190824509,0.7151237865857999,-0.005607247218582072,0.32671710205485727,[ -63.42358948  104.02125689 -357.17415606],[0. 0. 0.]
100141563,MOp,0.9441700718768187,0.6128849640413373,-0.009711138189833704,-0.06691235524924014,[-163.991551    -32.91358039 -489.25760868],[0.0000000e+000 1.5048399e-236 0.0000000e+000],0.8519089040124868,0.5440916849955283,-0.009664042438813684,-0.06115573801420729,[-159.76300491  -27.99187832 -494.22996882],[0.00000000e+000 7.07344015e-172 0.00000000e+000]
127866392,SSp-bfd,0.002649834981549907,0.2547823008057955,-0.005991082408404585,-0.07201218400604364,[-117.87289365  -31.54339072 -492.707331  ],[0.00000000e+000 1.63487939e-217 0.00000000e+000],0.0,0.19208344992186807,-0.0060213718922201755,-0.06828234177362041,[-117.99105105  -28.31494571 -499.6673852 ],[0.00000000e+000 8.31440126e-176 0.00000000e+000]
146593590,ACAd,0.998008816055909,0.8593128570337459,-0.007271527606356441,0.2832488693157864,[ -67.74748464   90.21254214 -312.5621288 ],[0. 0. 0.],0.998008816055909,0.820335380671579,-0.004674402301658817,0.397826394527387,[ -42.26245688  116.87279541 -333.2680749 ],[0. 0. 0.]
127084296,MOp,0.9241735060547358,0.5110347666129934,-0.014153864415892857,-0.17411947204475456,[-159.23111206  -57.36512733 -232.41640062],[0. 0. 0.],0.8318557054975629,0.43211122225091736,-0.01427162800016256,-0.18008597159128345,[-157.48141199  -55.31505589 -236.073234  ],[0. 0. 0.]
146858755,VISl,0.016151544268640464,0.26855932603800103,-0.006345782119644006,-0.020038113075806163,[-177.77902847  -12.33998359 -693.31470226],[0.00000000e+00 5.78573792e-35 0.00000000e+00],0.0,0.20036351866887958,-0.006385363817227466,-0.034982969036128464,[-178.66848452  -20.45226097 -696.25015508],[0.00000000e+00 8.18650552e-93 0.00000000e+00]
100147853,VISp,0.0,0.08808640989782614,-0.0046367033160188385,-0.05574619892674754,[ -190.69394979   -53.32505174 -1092.50975002],[0. 0. 0.],0.0,0.05197452736933518,-0.004708422879862728,-0.06726664475783944,[ -193.76479454   -61.19945598 -1097.93516833],[0. 0. 0.]
180709942,MOs,0.2627796099659639,0.2031738573822005,-0.014581368505690178,-0.5262878728068121,[-201.90839678 -164.96779383 -165.47710075],[0. 0. 0.],0.0,0.02144410978470763,-0.014848247619836906,-0.6503570017079208,[-216.76812519 -204.29216708 -178.22712467],[0. 0. 0.]
307321674,VISp,0.0,0.16785555002643823,-0.01147394954401101,-0.08131743329610741,[-249.83912034  -39.91398009 -379.86170419],[0. 0. 0.],0.0,0.1121658553128884,-0.011578352697590923,-0.11002715025501336,[-252.77965861  -51.46939305 -380.09040294],[0. 0. 0.]
180709230,ORBl,0.8680279727304303,0.662877764474346,-0.014757650464560929,0.09129601329463893,[-237.53116836   34.39423181 -250.19602767],[0.00000000e+000 5.18777932e-258 0.00000000e+000],0.34963293392330297,0.4054615278667459,-0.015348916036258112,-0.0023983954062807844,[-248.6465319    -0.8644022  -241.34018701],[0.         0.38736867 0.        ]
304586645,VISp,0.20979688578787276,0.2758766202051753,-0.005716099021356089,-0.04192537966919868,[-187.80068409  -32.89366352 -893.56602581],[0.00000000e+000 2.88324329e-236 0.00000000e+000],0.0010572726688210905,0.133354995552699,-0.005830148483686109,-0.06537887243629775,[-191.49400959  -48.74283492 -896.75480818],[0. 0. 0.]
112514202,ACAv,0.9998872323225236,0.926697387521551,-0.0064887222438903686,0.20759304480831908,[ -94.83453124   90.95057182 -497.44876951],[0. 0. 0.],0.9998872323225236,0.8997949236982261,-0.005360345600742236,0.2828222499198436,[ -79.0351472   118.81912003 -533.28096467],[0. 0. 0.]
307558646,VISp,0.06583746388465177,0.2815976235565401,-0.012859851091454608,-0.038122456612038946,[-247.42270019  -17.09155873 -340.51601846],[0.00000000e+00 2.04129361e-65 0.00000000e+00],0.00010839518236299333,0.1902664154268838,-0.012978009007576848,-0.07211782866500871,[-249.37607731  -30.69350727 -338.54913848],[0.00000000e+000 4.18292066e-206 0.00000000e+000]
112951804,SSp-bfd,0.0,0.31921903051381373,-0.00967706961554439,-0.08371748431279424,[-151.72848249  -29.73213886 -306.88342561],[0.00000000e+000 1.43472442e-193 0.00000000e+000],0.0,0.2550259059961576,-0.00968575423657689,-0.07031812245504473,[-151.19042617  -23.63223586 -313.21026248],[0.00000000e+000 3.38567215e-123 0.00000000e+000]
307320960,VISp,0.0,0.12776861402763262,-0.010182132470094042,-0.09168936239817932,[-247.42308393  -51.18673387 -469.97680843],[0. 0. 0.],0.0,0.08012491766424294,-0.010298519567671359,-0.1167447579283441,[-251.01620295  -62.13857734 -471.10812245],[0. 0. 0.]
180673746,ORBl,0.2775256810768892,0.6131750529658626,-0.00834391240198449,0.0021115454421497537,[-197.77273009    1.13864385 -541.88181865],[0.         0.25485394 0.        ],0.057164044556696686,0.391525748557043,-0.008846217281541717,-0.07147293828546811,[-213.25438201  -37.25913468 -549.68002069],[0.00000000e+000 3.67164024e-302 0.00000000e+000]
180719293,MOs,0.2931853694583288,0.2590374848260994,-0.01750453747659483,-0.513184545714467,[-252.50900499 -167.42059671 -122.00890182],[0. 0. 0.],0.01989641621837662,0.05954087057015479,-0.017826510958970834,-0.6411165544663946,[-273.08767149 -211.12603253 -130.54937922],[0. 0. 0.]
126908007,SSp-n,0.0,0.1038317627294011,-0.006437104477012586,-0.270702212946573,[-125.16220022 -118.50539028 -476.26250738],[0. 0. 0.],0.0,0.05869820653126609,-0.006517916310562216,-0.2703620996032558,[-125.53763474 -111.43833288 -487.80614862],[0. 0. 0.]
157062358,VISpor,0.0,0.07543823258776489,-0.005621394101024902,-0.0975201061252674,[-196.29522523  -71.64054839 -792.86673973],[0. 0. 0.],0.0,0.038825783843886894,-0.005689911947454189,-0.10610315187172613,[-199.19844531  -74.27927982 -798.54849114],[0. 0. 0.]
157654817,SSp-m,0.0,0.06092749789198806,-0.006814380859396743,-0.3349948005578362,[-126.74540543 -135.70225615 -411.56188656],[0. 0. 0.],0.0,0.0030888177695797487,-0.0068282206514191975,-0.37417756738322083,[-128.39130135 -145.64948288 -431.65352491],[0. 0. 0.]
307743253,VISp,8.931783540567805e-05,0.2178270949105097,-0.011531900314851316,-0.04572171398276792,[-229.97443574  -20.46151245 -364.60032896],[0.00000000e+00 6.77624175e-93 0.00000000e+00],0.0,0.14598191612516445,-0.011607965375952607,-0.07119064087562058,[-231.46192119  -30.27909325 -364.50237346],[0.00000000e+000 1.18334308e-200 0.00000000e+000]
272737914,AId,0.003806722227836239,0.2510638035742115,-0.010258513792778241,-0.1334942891809088,[-306.04870821  -90.45845927 -628.76235929],[0. 0. 0.],0.0,0.08431382198905295,-0.010287073716626974,-0.1777674981527925,[-314.05292762 -117.16656987 -657.01533172],[0. 0. 0.]
100141796,VISli,0.0,0.20591844105711393,-0.012038858538545631,-0.06439156665239991,[-221.98355907  -25.36191523 -258.99413739],[0.00000000e+000 1.53651105e-141 0.00000000e+000],0.0,0.14832004978195243,-0.012089230766771843,-0.0730675459162588,[-223.07098636  -27.37451688 -260.25573996],[0.00000000e+000 1.72061242e-164 0.00000000e+000]
139426984,ACAd,0.9993568724964168,0.928477505886546,-0.006753949766707401,0.17414578713298218,[ -81.91899869   72.1602125  -436.5372742 ],[0. 0. 0.],0.9993568724964168,0.9028210177981987,-0.004723277515453213,0.26721772132561694,[ -55.93452773  102.75897332 -461.81286507],[0. 0. 0.]
116903968,VISl,6.252215168829462e-05,0.2571121280310459,-0.009035205500030445,-0.02277462101236849,[-218.65051396  -12.1117902  -519.35779546],[0.00000000e+00 9.56105838e-34 0.00000000e+00],0.0,0.18389771934510715,-0.009079179881025936,-0.04173681700658449,[-219.56779922  -21.08366138 -520.68359865],[0.00000000e+00 1.67882724e-98 0.00000000e+00]
112882565,SSp-bfd,0.042465527235241045,0.3090053622272326,-0.005991304713182635,-0.044489400660252476,[-142.27456922  -22.88182117 -601.50561089],[0.00000000e+000 1.23000293e-115 0.00000000e+000],0.0,0.22592490006369745,-0.006020668321219183,-0.046738805103854864,[-142.61207034  -22.79173119 -608.26158833],[0.00000000e+000 9.57949734e-115 0.00000000e+000]
112935169,SSp-ll,0.9453768097669637,0.7826930494102979,-0.010122919663088599,0.04718895856710542,[-131.37249178   18.8364379  -366.4179512 ],[0.0000000e+00 4.9060193e-79 0.0000000e+00],0.9453768097669637,0.7565690272316588,-0.009242391030136694,0.10264044242845377,[-116.55372013   37.8425175  -377.02315694],[0. 0. 0.]
141602484,MOs,0.4607391875368279,0.26270684561187324,-0.013778136248869095,-0.39187114491284114,[-211.09593334 -159.60672318 -289.13181442],[0. 0. 0.],0.235400373389349,0.16016462451466443,-0.014304742898087981,-0.44942538239701507,[-221.86985533 -176.13850672 -299.63937904],[0. 0. 0.]
100148503,VISam,0.9548184961540137,0.684386164821645,-0.011429694562907395,0.049175306482207304,[-210.84069532   26.08591728 -465.13194759],[0.00000000e+000 1.34662087e-149 0.00000000e+000],0.8118292238458862,0.5892652158773022,-0.011444683790449824,0.04266778449487496,[-206.75130356   21.06899112 -460.22077223],[0.00000000e+00 2.28615327e-98 0.00000000e+00]
113887868,VISp,0.0,0.07718856593879202,-0.009419714409800398,-0.10477563801960704,[-251.70382648  -67.38974545 -541.65745788],[0. 0. 0.],0.0,0.04028770117683256,-0.00955652077295827,-0.12681111662794198,[-256.37389973  -77.83460289 -543.08378627],[0. 0. 0.]
180717881,SSp-m,0.0,0.09426443552485338,-0.011105378514914539,-0.45729536939439647,[-172.89977659 -152.93168774 -229.79145762],[0. 0. 0.],0.0,0.008463165111991409,-0.011120538021881456,-0.5279253454218887,[-176.78165282 -171.3497522  -244.37947414],[0. 0. 0.]
180403712,ECT,0.0,0.052944896424971535,-0.0015386054760020977,-0.04129081127082873,[  -95.7285113    -54.56183729 -1793.21327052],[0. 0. 0.],0.0,0.03425471723791075,-0.0015598671042268393,-0.03902400766505365,[  -96.92241518   -48.94969629 -1805.8085477 ],[0. 0. 0.]
307557934,VISp,0.008156468067467655,0.20976867411063616,-0.008663419805374158,-0.05008552968404634,[-223.21500574  -30.30558248 -593.06031259],[0.00000000e+000 5.33117785e-201 0.00000000e+000],0.0,0.12708692796485846,-0.008781329290464128,-0.07948589371361092,[-226.41887715  -45.74869755 -593.45692448],[0. 0. 0.]
114008926,VISp,0.01726426151247443,0.3659294366644008,-0.007025324608325379,0.005417814130234733,[-175.28450011    3.43232089 -681.73751347],[0.         0.00059864 0.        ],0.0004297627016122833,0.2791995354476199,-0.007053683217385198,-0.004478285114088265,[-175.10711564   -2.68315778 -682.1586738 ],[0.         0.00729403 0.        ]
112229103,RSPagl,0.9997925763159781,0.7883530985320683,-0.005462401925723035,0.029014278178136843,[-149.42571923   24.03396894 -898.49512157],[0.00000000e+000 2.41707039e-127 0.00000000e+000],0.9593622940336158,0.6801989201420281,-0.005535425596874071,0.020197906883938188,[-147.28533339   15.46845146 -883.62358097],[0.00000000e+00 6.36824216e-54 0.00000000e+00]
100148142,RSPv,0.9924874231106691,0.9078743227505073,-0.01677908020896818,0.05655445023897232,[-231.14269223   26.97213289 -335.96959802],[0.00000000e+000 9.17064369e-160 0.00000000e+000],0.9924874231106691,0.8843417131113276,-0.0161905258415034,0.08401582777285632,[-212.59390921   36.3034107  -333.79815097],[0.00000000e+000 4.75176838e-287 0.00000000e+000]
126909424,MOp,0.010456778035837808,0.20973363073595547,-0.011413396715088831,-0.34670544076657295,[-175.83076865 -140.88589485 -330.37522084],[0. 0. 0.],0.00044436466972200256,0.14822428996379625,-0.011723160738356523,-0.3761379061205026,[-179.61932075 -144.49149844 -339.39907152],[0. 0. 0.]
309003780,VISp,0.0003902283126188581,0.1638157140310505,-0.007995619124219956,-0.07000634549619739,[-221.62344185  -44.58663265 -638.67315374],[0. 0. 0.],0.0,0.10237430511780166,-0.008102765332835977,-0.0940379834592201,[-225.03849092  -57.0414411  -641.29367707],[0. 0. 0.]
277712166,VISp,0.18765215611533073,0.35578653465529175,-0.0015214396873801453,-0.008602517114155384,[ -104.62917041   -14.49675544 -2259.93853274],[0.00000000e+00 1.39021749e-47 0.00000000e+00],0.01863128543611279,0.18602116100284763,-0.0015525575087858082,-0.014571261978676753,[ -106.2158125    -23.2191244  -2269.70162614],[0.00000000e+000 5.26572866e-119 0.00000000e+000]
146077302,VISpm,0.8584919321537673,0.560838355323019,-0.008947520081192026,-0.016541371373879787,[-213.78279846  -11.00271388 -631.1525929 ],[0.00000000e+00 3.82169913e-28 0.00000000e+00],0.20800637469199265,0.38618502299496815,-0.009167084957341545,-0.04289124500091179,[-216.41995405  -26.7949465  -623.97883595],[0.0000000e+000 1.0517048e-157 0.0000000e+000]
112952510,MOs,0.9851209815601926,0.7653666264083695,-0.011443218874763288,0.08936803575385555,[-156.02250983   32.25298279 -304.87795053],[0.00000000e+000 2.84642689e-227 0.00000000e+000],0.9851209815601926,0.6840529864908533,-0.011731558781981712,0.06978501325190656,[-159.11091216   23.81304832 -306.37217202],[0.0000000e+000 4.6988174e-125 0.0000000e+000]
304565427,VISp,0.0,0.10900809645295878,-0.00526349180747002,-0.06454885069289037,[-176.8683118   -48.16587111 -824.31536528],[0. 0. 0.],0.0,0.0741305652379354,-0.005323340390706276,-0.07329671715575062,[-179.0336795   -52.0319157  -828.44789206],[0. 0. 0.]
277616630,VISp,0.3598376530879293,0.3953124796719459,-0.0033272329331333617,-0.01784833397610569,[ -154.52509818   -20.49332163 -1416.36932932],[0.00000000e+00 3.53502643e-93 0.00000000e+00],0.027546782179285516,0.21428727482711413,-0.0034009953601866413,-0.031304456356225474,[ -157.26893069   -34.01745953 -1420.10768185],[0.00000000e+000 1.83729562e-252 0.00000000e+000]
180718587,SSp-ul,0.7772645198544862,0.5053954667802394,-0.012119575101586188,-0.1158199833226167,[-145.62809483  -38.74019371 -264.54877246],[0. 0. 0.],0.6945393224223737,0.45441679830997705,-0.011743886408217444,-0.07402188057083692,[-138.27682741  -23.06100136 -274.32341944],[0.00000000e+000 2.02582263e-117 0.00000000e+000]
114292355,SSp-ll,0.9871299911821397,0.7869154622210278,-0.007128756385755554,0.010511912451885402,[-111.19684803    5.23735156 -513.13636384],[0.00000000e+00 1.63163895e-07 0.00000000e+00],0.9871299911821397,0.7656747213801588,-0.006566870970638649,0.04416157641404106,[ -98.75436303   20.16292949 -516.00549454],[0.00000000e+00 2.90053027e-90 0.00000000e+00]
117298988,SSs,0.0,0.10011926271789111,-0.009636656028318185,-0.3482980684683246,[-188.19915241 -141.49338514 -315.02419893],[0. 0. 0.],0.0,0.06189228887289381,-0.00973184747017169,-0.3552128802153819,[-189.07378346 -136.4515451  -325.30476481],[0. 0. 0.]
114290938,SSp-m,0.0,0.04543874205786898,-0.009174683097570016,-0.3676755086695798,[-179.39164355 -163.84350451 -419.3498149 ],[0. 0. 0.],0.0,0.010843201693199096,-0.009261368926022341,-0.39401809068729154,[-181.52704672 -167.29989792 -437.60626022],[0. 0. 0.]
180074890,VISC,0.0,0.14158225704059998,-0.013763687787202808,-0.34904808380752556,[-258.10620299 -139.16928246 -176.25776661],[0. 0. 0.],0.0,0.06765049836228969,-0.01385040058555884,-0.4157129410193752,[-265.77846582 -161.21500706 -183.42788109],[0. 0. 0.]
120437703,VISal,0.11287733783521221,0.3583659067958255,-0.007814917918671522,-0.017408140146767948,[-176.27638296   -8.29148387 -492.60137544],[0.00000000e+00 1.12952661e-16 0.00000000e+00],0.0,0.20826659745358223,-0.007848552341098134,-0.03953430121692145,[-177.01386466  -17.89624573 -494.52549228],[0.00000000e+00 1.55468153e-71 0.00000000e+00]
126907302,SSp-bfd,0.857395633196418,0.5886324212241896,-0.011172817627604581,0.06867532763066353,[-191.24777585   28.52433008 -369.62257072],[0.00000000e+000 2.23440296e-178 0.00000000e+000],0.7135721381211653,0.47456619460902766,-0.01113303704462777,0.06750257481079641,[-188.99260914   26.42971632 -370.80899456],[0.00000000e+000 1.67827836e-153 0.00000000e+000]
112373830,VISli,0.0,0.13813320161177203,-0.007256866727038742,-0.0893867891206378,[-204.74859675  -53.77767196 -584.49286342],[0. 0. 0.],0.0,0.09292486797245314,-0.007326216491377158,-0.09760656472862873,[-206.99283929  -55.89480451 -587.91210209],[0. 0. 0.]
277714322,VISp,0.4663537471657109,0.5157622589373225,-0.002729851586245429,-0.002013527948624194,[ -131.18108643    -2.36973126 -1522.69619487],[0.         0.01780255 0.        ],0.22083325672047568,0.3041430523153402,-0.0027835053872274362,-0.014145195864206206,[ -132.95804004   -15.72898575 -1525.84264072],[0.0000000e+00 1.0847839e-55 0.0000000e+00]
157556400,ILA,0.9523577218481162,0.920623834003552,-0.003690575335637887,0.10854923441436182,[ -80.38544274   68.04927519 -763.26132271],[0. 0. 0.],0.9326106660939574,0.8878667867099213,-0.0033470306293485394,0.14865110006370152,[ -74.69170562   90.7515789  -815.77161057],[0. 0. 0.]
307137980,VISp,0.0013115362305991354,0.20474536383992722,-0.011850084971191319,-0.0700442631670366,[-243.42390528  -33.3588327  -378.45174395],[0.00000000e+000 6.61810521e-243 0.00000000e+000],0.0,0.13437007725453498,-0.011972462031512438,-0.0996588088704411,[-246.05693962  -45.13613014 -378.12660825],[0. 0. 0.]
304585910,VISp,0.0,0.016259363698592082,-0.0008659194202453591,-0.015010522467417964,[  -72.71344362   -29.50376452 -2601.67174824],[0.0000000e+000 1.1936679e-190 0.0000000e+000],0.0,0.00976119904653973,-0.0008802076125592334,-0.015533125227422673,[  -73.67449973   -28.92645919 -2609.75882964],[0.00000000e+000 2.28997087e-183 0.00000000e+000]
309004492,VISp,0.0,0.21465669064945833,-0.01297208247848583,-0.06136297310633462,[-251.61834404  -26.28722113 -295.43971526],[0.00000000e+000 7.06704999e-152 0.00000000e+000],0.0,0.1432614957528469,-0.013051879417974765,-0.09163292938750092,[-253.59410383  -37.37518252 -294.875845  ],[0.00000000e+000 5.05586504e-304 0.00000000e+000]
100141495,SSp-tr,0.9935717944451384,0.8253629647092184,-0.005884796728434697,0.020893693545828373,[-124.71506092   13.55032052 -714.17104353],[0.00000000e+00 8.45254651e-42 0.00000000e+00],0.9935717944451384,0.789978062745305,-0.005702521608250022,0.03280368917963389,[-117.34808616   19.63534952 -710.98037167],[0.00000000e+00 1.04396258e-85 0.00000000e+00]
112373124,SSp-n,0.0,0.06287219251347993,-0.003798218461675537,-0.12200080349036013,[ -130.99873152   -99.37264691 -1090.03647956],[0. 0. 0.],0.0,0.027590030646739868,-0.003842205380710814,-0.12571873915587672,[ -131.74405179   -96.76703632 -1111.56350192],[0. 0. 0.]
309113907,VISp,0.16434573469938876,0.342962018166031,-0.012146740460901372,-0.024689985121961522,[-243.54306536  -11.83401106 -389.09129552],[0.00000000e+00 2.71108128e-32 0.00000000e+00],0.016662366956349216,0.2330615854650457,-0.012285940311503893,-0.060743933523378424,[-245.66416944  -27.59887768 -386.10646061],[0.00000000e+000 3.71724513e-167 0.00000000e+000]
127089669,VISpor,0.0,0.17441045655958531,-0.010648253076548108,-0.10299206030809893,[-222.82767106  -44.96688612 -323.12281593],[0. 0. 0.],0.0,0.11769086140501062,-0.010717399043639171,-0.11799261220657681,[-224.86924509  -49.09686416 -325.11130513],[0. 0. 0.]
112881858,AUDv,0.03697054786249815,0.1225424714367578,-0.006633800879419179,-0.09820945060505931,[-197.76814951  -59.67261358 -655.85163994],[0. 0. 0.],0.0,0.05905729571175496,-0.006687847064498115,-0.10655104324834981,[-199.75257772  -61.6526277  -662.56431672],[0. 0. 0.]
277713580,VISp,0.684791694016639,0.6506691240801634,-0.0017578406838529188,0.002822322234479868,[ -102.22232673     4.02743861 -1901.68774766],[0.000000e+00 5.642152e-05 0.000000e+00],0.4074400680039795,0.4301516552702011,-0.0017997272727899236,-0.006793112375785337,[ -103.89222404    -9.14663171 -1905.00912841],[0.00000000e+00 5.95959636e-20 0.00000000e+00]
307295727,VISl,0.0,0.18043689534784543,-0.011132849704560632,-0.06677714089648801,[-233.20426753  -30.82943053 -366.84510917],[0.00000000e+000 6.56967494e-208 0.00000000e+000],0.0,0.12623915631937743,-0.011205126079948101,-0.08868840936915898,[-235.04939151  -38.97415879 -367.53808232],[0. 0. 0.]
126862385,VISp,0.0,0.23386592677747498,-0.009286523683051152,-0.06748598374669423,[-254.73450734  -47.63151801 -619.56479141],[0. 0. 0.],0.0,0.15806202975334566,-0.009465177963881896,-0.09438268766518032,[-259.60152436  -63.31068183 -618.29963746],[0. 0. 0.]
585025284,MOs,0.06175983473710853,0.15559948671815388,-0.010801148363963425,-0.35920844985092426,[-206.74470675 -170.65784334 -405.14261884],[0. 0. 0.],0.001489155856702501,0.059716604684788434,-0.011139828186478982,-0.41549499756564967,[-218.71098455 -192.45673315 -427.81536602],[0. 0. 0.]
170721670,ORBl,0.38130287264368856,0.5103597054332742,-0.01382703776342279,-0.14063225014907485,[-258.67319756  -60.04282566 -291.64936092],[0. 0. 0.],0.19982409231245263,0.29869163827371326,-0.014449536588996847,-0.2518486720680383,[-281.59106615 -106.46785352 -296.1183454 ],[0. 0. 0.]
307296433,VISp,0.0,0.12260024663466898,-0.01072330655283097,-0.09033487528382755,[-253.50112281  -48.84623671 -439.20227259],[0. 0. 0.],0.0,0.07954254223907531,-0.01083069921705996,-0.11259726799982173,[-256.63564304  -58.0059832  -440.21031107],[0. 0. 0.]
112514915,SSs,0.0,0.12310544591433119,-0.010777437831325074,-0.38126955634134047,[-194.50796401 -145.03051313 -252.68928885],[0. 0. 0.],0.0,0.08485402170796934,-0.010925742525943777,-0.389457254721822,[-196.09288512 -140.03481814 -261.74727697],[0. 0. 0.]
112595376,RSPv,0.2978391390343529,0.5423278231368655,-0.00720521223672408,-0.009957206357305681,[-180.46787546   -7.41737566 -749.49490631],[0.00000000e+00 1.20225936e-13 0.00000000e+00],0.07678142500649575,0.39023715566560535,-0.007349497826589384,-0.026730381178783236,[-181.72439798  -18.6844505  -742.92531382],[0.00000000e+00 8.49214812e-78 0.00000000e+00]
