flat_x,top_x,flat_y,id,top_y
1080.0,486.0,664.0,528741104.0,472.0
664.0,309.0,1054.0,511234217.0,873.0
646.0,242.0,816.0,286648997.0,652.0
827.0,390.0,729.0,591622344.0,534.0
648.0,250.0,857.0,266486371.0,689.0
632.0,220.0,714.0,288170549.0,566.0
915.0,474.0,700.0,263781454.0,495.0
802.0,350.0,488.0,598604288.0,329.0
684.0,346.0,1121.0,546103149.0,930.0
506.0,164.0,311.0,112596790.0,437.0
568.0,260.0,565.0,512315551.0,971.0
824.0,427.0,977.0,562674923.0,761.0
338.0,64.0,796.0,303582161.0,746.0
1129.0,423.0,659.0,478780588.0,463.0
,357.0,,520012330.0,756.0
820.0,374.0,133.0,521600217.0,279.0
567.0,276.0,1152.0,539514325.0,985.0
867.0,411.0,544.0,122642490.0,363.0
825.0,429.0,980.0,575782182.0,765.0
820.0,383.0,721.0,182803137.0,529.0
636.0,301.0,1098.0,307593747.0,921.0
871.0,437.0,769.0,182616478.0,562.0
664.0,295.0,1006.0,277714322.0,827.0
361.0,139.0,1062.0,166083557.0,969.0
698.0,335.0,723.0,601900484.0,633.0
448.0,128.0,920.0,115958825.0,815.0
868.0,416.0,588.0,265929196.0,401.0
739.0,303.0,648.0,292792016.0,481.0
745.0,309.0,648.0,298106713.0,481.0
628.0,303.0,1117.0,478256439.0,940.0
728.0,395.0,1156.0,517077687.0,950.0
1008.0,443.0,1206.0,569904687.0,859.0
278.0,114.0,993.0,232311959.0,945.0
466.0,259.0,524.0,521600943.0,746.0
174.0,335.0,893.0,530000865.0,633.0
372.0,158.0,1094.0,294516943.0,991.0
895.0,503.0,1034.0,112424813.0,804.0
655.0,292.0,1025.0,283020912.0,847.0
818.0,389.0,798.0,287880102.0,596.0
776.0,353.0,820.0,166566678.0,624.0
811.0,423.0,1011.0,571100135.0,798.0
994.0,566.0,1064.0,570071403.0,826.0
698.0,335.0,723.0,607316031.0,633.0
448.0,113.0,627.0,297945448.0,559.0
962.0,503.0,541.0,657424207.0,345.0
838.0,395.0,650.0,127084296.0,464.0
207.0,70.0,918.0,626107114.0,905.0
624.0,272.0,1035.0,506890448.0,865.0
326.0,114.0,1029.0,657172447.0,952.0
614.0,207.0,727.0,298760261.0,582.0
799.0,419.0,1039.0,572588941.0,827.0
160.0,57.0,776.0,525413115.0,728.0
854.0,398.0,313.0,157710335.0,194.0
428.0,183.0,1098.0,114250546.0,978.0
913.0,435.0,116.0,480994108.0,267.0
698.0,335.0,723.0,592698832.0,633.0
777.0,347.0,766.0,177319236.0,575.0
806.0,371.0,737.0,278257366.0,544.0
830.0,430.0,960.0,646525156.0,745.0
647.0,230.0,710.0,159888336.0,558.0
652.0,231.0,602.0,297948420.0,466.0
794.0,416.0,1046.0,146077302.0,834.0
790.0,392.0,955.0,156671933.0,748.0
640.0,297.0,1076.0,563352720.0,899.0
528.0,230.0,1095.0,530555292.0,948.0
698.0,335.0,723.0,524266253.0,633.0
1075.0,569.0,910.0,166269090.0,682.0
398.0,88.0,836.0,182090318.0,756.0
1095.0,486.0,605.0,637855050.0,389.0
754.0,387.0,1068.0,485237081.0,865.0
772.0,379.0,970.0,518742338.0,767.0
525.0,196.0,1007.0,283017324.0,870.0
313.0,153.0,1118.0,483094671.0,1020.0
517.0,182.0,975.0,166459778.0,842.0
670.0,326.0,1095.0,483013787.0,910.0
441.0,126.0,928.0,563179067.0,824.0
846.0,389.0,506.0,267750528.0,334.0
648.0,305.0,1082.0,584507699.0,902.0
549.0,272.0,1164.0,508889322.0,1000.0
511.0,173.0,958.0,544454674.0,828.0
487.0,126.0,266.0,475616836.0,483.0
409.0,163.0,1072.0,299782273.0,961.0
892.0,401.0,204.0,293433283.0,322.0
422.0,160.0,1051.0,661987195.0,940.0
619.0,208.0,692.0,123664417.0,551.0
610.0,258.0,1023.0,530574594.0,858.0
166.0,335.0,867.0,127139568.0,633.0
463.0,184.0,1066.0,479980810.0,941.0
640.0,224.0,693.0,171276330.0,545.0
489.0,192.0,1052.0,518012479.0,922.0
356.0,184.0,1150.0,568502684.0,1030.0
550.0,261.0,1139.0,307320960.0,979.0
568.0,236.0,1048.0,526501457.0,895.0
955.0,510.0,672.0,180916954.0,464.0
1.0,381.0,179.0,100141563.0,494.0
660.0,217.0,174.0,180709230.0,362.0
639.0,254.0,914.0,518606617.0,745.0
658.0,321.0,1105.0,501116471.0,922.0
276.0,113.0,989.0,640081415.0,942.0
1131.0,418.0,609.0,299782983.0,393.0
641.0,286.0,1040.0,304586645.0,865.0
764.0,326.0,643.0,298352336.0,473.0
530.0,944.0,791.0,116903968.0,878.0
446.0,112.0,615.0,168163498.0,551.0
